API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.ndarray.min_axis,"* Argument data must have NDArray type, but got 38133.40993412299
* Shape inconsistent, Provided = [1,18], inferred shape=[1]
* Argument data must have NDArray type, but got Tk`sq;3Jhlo2;)'>#${O;FK]50g?k*V6<rX1^O<Fnh[ WJ(#9w&)N~^`/;~)L@
* Argument data must have NDArray type, but got G[z$#C3PK>9b,sP:S|?1PIl9HP;	{Pi=S	lS-hT8%S'
* Argument data must have NDArray type, but got /7d	l?!*FkU@ex#Itr\1db~O,~q/K:gifxWToR&*N_G~#p",0,0,40,0.0,1000,2,27.51,3.48
mxnet.ndarray.minimum,N/A - no exception,0,0,0,1.0,1000,1000,28.42,N/A
mxnet.ndarray.modulo,* integer division or modulo by zero,0,0,1,1.0,1000,997,30.11,0.01
mxnet.ndarray.moments,"* Invalid Parameter format for axes expect Shape or None but value='
* Invalid Parameter format for axes expect Shape or None but value='
* Invalid Parameter format for axes expect Shape or None but value='
* Argument data must have NDArray type, but got 7AC.O($@N7ScG3gn)'T{g..Sq`*SOU1nmF`}68(YYd<(oWu7N)	^q4NAV\_gaLL7|G""2qsj
* Invalid Parameter format for axes expect Shape or None but value='",0,0,426,0.0,990,0,43.14,5.31
mxnet.ndarray.moveaxis,"* 'str' object has no attribute 'ndim'
* [15:39:37] src/imperative/./imperative_utils.h:146: Operator transpose inferring shapes failed.
* an integer is required (got type NDArray)",0,0,3,0.0,1000,0,37.89,3.13
mxnet.ndarray.mp_lamb_update_phase1,"* Some trailing characters could not be parsed: '[]
* Some trailing characters could not be parsed: '[[[ inf]]
* Some trailing characters could not be parsed: '[[ 4.7115536e+37  5.9491857e+37 -2.1625229e+38  3.3623016e+38
* Invalid Parameter format for t expect int but value='
* Invalid Parameter format for t expect int but value='",0,0,152,0.0,1000,0,65.19,3.92
mxnet.ndarray.mp_lamb_update_phase2,"* Out of range value for upper_bound, value='1.3908796772582948e+307', in operator mp_lamb_update_phase2(name="""", upper_bound=""1.3908796772582948e+307"", lower_bound=""48035.19560258686"", lr=""0.9702682999336378"")
* object of type 'float' has no len()
* Argument g must have NDArray type, but got QDn*gN^ix!\S""Z<
* Argument g must have NDArray type, but got bK]X+w;1 sJaCw`LK(BIsD]:[(#?UKPl.k&x8X
* Argument g must have NDArray type, but got M}H'Z -g5l ""jT&U!+Gy=W+X3w7R)cHg'H\l,prl,2Qc@dEN`X.}Lgn&/e)H`XAB.gea >_0~4[W%ry[}^V""Qw|4&N<HY+C0chZ]v^?9fRqAC/0H5,\Ps#MfI'yJQ",0,0,79,0.0,1000,0,52.42,3.61
mxnet.ndarray.mp_nag_mom_update,"* Out of range value for wd, value='1.792131041249647e+307', in operator mp_nag_mom_update(name="""", rescale_grad=""2.8649789054470427e+38"", momentum=""0.15929934631048262"", clip_gradient=""31223.21168006568"", wd=""1.792131041249647e+307"", lr=""0.9988828206236648"")
* Out of range value for rescale_grad, value='-1.1327191117819165e+307', in operator mp_nag_mom_update(name="""", rescale_grad=""-1.1327191117819165e+307"", momentum=""0.0329464114273713"", clip_gradient=""-3.134280589808636e+38"", wd=""8.907013346396542e+307"", lr=""0.47896247592908536"")
* Argument grad must have NDArray type, but got ]`X~{pf(Dy@KQ?#\FSv4o<$:DX&:Hdf&a6m
* Argument mom must have NDArray type, but got [D5JhpcQE	6rz2igOkWz|6XMi$uI~[X
* Argument grad must have NDArray type, but got W",0,0,61,0.0,1000,0,47.06,3.64
mxnet.ndarray.mp_sgd_mom_update,"* Argument grad must have NDArray type, but got -3.405615099364695e+307
* [15:39:20] src/operator/contrib/./../elemwise_op_common.h:135: Check failed: assign(&dattr, vec.at(i)): Incompatible attr in node  at 1-th input: expected [13,20,16,1], got [17,5,2]
* Argument grad must have NDArray type, but got gU4EH`V$}!s4Oo8Y.y,S$_2-e`/{U]t""TpE))+;-(zF3G3i2;@MT|qlX{PQ^-c$""TxrMy>F+WJ`B!l!94x_rMAPN<\}563#=s
* 'str' object has no attribute 'handle'
* Argument mom must have NDArray type, but got K(E*4[F""ssDD9i?,N$^LDB[3e",0,0,52,0.0,1000,0,47.07,3.55
mxnet.ndarray.mp_sgd_update,"* Out of range value for clip_gradient, value='-6.569203500127702e+307', in operator mp_sgd_update(name="""", lazy_update=""False"", rescale_grad=""3100.490316160445"", clip_gradient=""-6.569203500127702e+307"", wd=""-2.3835178217810753e+37"", lr=""0.35635532813573445"")
* [15:43:49] src/operator/contrib/./../elemwise_op_common.h:135: Check failed: assign(&dattr, vec.at(i)): Incompatible attr in node  at 1-th input: expected [19,8,17,15], got [18]
* Argument grad must have NDArray type, but got b.^K<$PyV9wIJ&wwon m'= ""h=,VRv]^SEm5$M&0d5jeW6g+	3#-OzZ)%d-Gw1j%x_Eut}{3v_}^	DHX[4Iz8r|iY@Y,!6N&{tPU.9RM4w]A@7R/`FUi3'{uI""<)J>8""37V
* Argument grad must have NDArray type, but got U;KsR6E)61t5ciuzQ242!B?m
* Argument grad must have NDArray type, but got qD$=_YS{ZKB",0,0,33,0.0,1000,0,44.11,3.62
mxnet.ndarray.multi_all_finite,"* object of type 'int' has no len()
* Cannot find argument '*data', Possible Arguments:
* 'str' object has no attribute 'handle'",0,0,3,0.0,995,0,44.22,4.33
mxnet.ndarray.multi_lars,"* Some trailing characters could not be parsed: '[ inf -inf -inf -inf  inf  inf]
* Out of range value for rescale_grad, value='1.9326924350069175e+307', in operator multi_lars(name="""", rescale_grad=""1.9326924350069175e+307"", eps=""4.0388437520432217e+307"", eta=""
* Argument grads_sum_sq must have NDArray type, but got '!n[""T3nnNY~
* Some trailing characters could not be parsed: '[[[[ 58688.     -2746.    -24368.   ]
* Out of range value for rescale_grad, value='-7.779499616223646e+307', in operator multi_lars(name="""", rescale_grad=""-7.779499616223646e+307"", eps=""",0,0,186,0.0,1000,0,57.52,3.81
mxnet.ndarray.multi_mp_sgd_mom_update,"* Invalid Parameter format for momentum expect float but value='None', in operator multi_mp_sgd_mom_update(name="""", lrs=""0.9188630070841025"", momentum=""None"", rescale_grad=""-7.492382268198398e+307"", clip_gradient=""34307.69423789026"", *data=""15513.648738315576"", wds=""(7.480026087979426e+307, -8.407075968512042e+307, -8.518214677895307e+307, 4.1040271993225886e+307, 8.301341857589549e+307, -1.1812023182738986e+307, -7.501868016471873e+306, -4.3224257666013787e+307, -3.6227514842802437e+307)"", num_weights=""None"")
* Out of range value for clip_gradient, value='3.5041377754089023e+307', in operator multi_mp_sgd_mom_update(name="""", lrs=""0.6179722582888058"", momentum=""0.4232461571652478"", rescale_grad=""59848.819793352086"", clip_gradient=""3.5041377754089023e+307"", *data=""
* Invalid Parameter format for momentum expect float but value='None', in operator multi_mp_sgd_mom_update(name="""", lrs=""(0.78, 0.154, 0.8037, 0.2258, 0.507, 0.801, 0.2013, 0.8545, 0.8877, 0.566, 0.6167, 0.1284, 0.7207, 0.785)"", momentum=""None"", rescale_grad=""None"", clip_gradient=""-4.2358524168382444e+307"", *data=""
* Invalid Parameter format for rescale_grad expect float but value='None', in operator multi_mp_sgd_mom_update(name="""", lrs=""(0.83, 0.8984, 0.693, 0.01143, 0.988, 0.6646, 0.2778, 0.8784, 0.04587, 0.387, 0.8574)"", momentum=""0.8200615682699386"", rescale_grad=""None"", clip_gradient=""None"", *data=""2.676151793427185e+38"", wds=""(-1.9379578046757564e+306, -6.684715145087847e+307, 2.1237658157703527e+307, -4.3644714886783656e+306, -7.856839424129868e+306, 4.638407617097687e+307)"", num_weights=""None"")
* Invalid Parameter format for momentum expect float but value='None', in operator multi_mp_sgd_mom_update(name="""", lrs=""(0.96, 0.0725, 0.764, 0.2256, 0.8594, 0.4995, 0.7964, 0.2109, 0.8013)"", momentum=""None"", rescale_grad=""None"", clip_gradient=""1.1302159396774113e+38"", *data=""",0,0,142,0.0,1000,0,46.75,3.85
mxnet.ndarray.multi_mp_sgd_update,"* object of type 'float' has no len()
* Cannot find argument '*data', Possible Arguments:
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,45.47,4.31
mxnet.ndarray.multi_sgd_mom_update,"* Invalid Parameter format for momentum expect float but value='None', in operator multi_sgd_mom_update(name="""", lrs=""0.4797525912519174"", momentum=""None"", rescale_grad=""None"", clip_gradient=""None"", *data=""
* Out of range value for rescale_grad, value='1.6712892129934662e+307', in operator multi_sgd_mom_update(name="""", lrs=""(0.18333966740550056, 0.6280224948760702)"", momentum=""0.08139660929883648"", rescale_grad=""1.6712892129934662e+307"", clip_gradient=""None"", *data=""False"", wds=""(-2.860121e+38, 3.1684927e+38, -2.5429175e+37, -5.480657e+37, -2.127541e+38, -1.6458848e+38, -2.4349568e+38, -4.62687e+37, -2.0551133e+38, 2.252323e+38)"", num_weights=""968512561"")
* Out of range value for rescale_grad, value='-5.403632826956976e+307', in operator multi_sgd_mom_update(name="""", lrs=""(0.12657043, 0.082199864, 0.4130541, 0.34801584, 0.11445061, 0.7038998, 0.5063369, 0.82852143, 0.313144, 0.6813724)"", momentum=""0.5054464246046606"", rescale_grad=""-5.403632826956976e+307"", clip_gradient=""None"", *data=""
* Out of range value for clip_gradient, value='1.8072243777064848e+307', in operator multi_sgd_mom_update(name="""", lrs=""(0.87557495, 0.11837826, 0.44398403, 0.061356045, 0.67597073, 0.98493993, 0.28212997, 0.5250215, 0.2967032, 0.58789843, 0.96061015, 0.15033887, 0.90548044, 0.8404603)"", momentum=""0.02303087787425673"", rescale_grad=""2.446272614624064e+38"", clip_gradient=""1.8072243777064848e+307"", *data=""
* Invalid Parameter format for rescale_grad expect float but value='None', in operator multi_sgd_mom_update(name="""", lrs=""(0.07513, 0.01726, 0.544, 0.836, 0.5503, 0.701, 0.769, 0.6826, 0.7607, 0.678, 0.814, 0.003605, 0.1062, 0.3477)"", momentum=""0.14829266114523845"", rescale_grad=""None"", clip_gradient=""None"", *data=""",0,0,145,0.0,1000,0,47.77,4.19
mxnet.ndarray.multi_sgd_update,"* object of type 'int' has no len()
* Cannot find argument '*data', Possible Arguments:
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,47.22,5.04
mxnet.ndarray.multi_sum_sq,"* Cannot find argument '*data', Possible Arguments:
* object of type 'int' has no len()
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,45.02,4.69
mxnet.ndarray.multiply,N/A - no exception,0,0,0,1.0,1000,1000,29.53,N/A
mxnet.ndarray.nag_mom_update,"* Out of range value for clip_gradient, value='6.649515971425902e+307', in operator nag_mom_update(name="""", rescale_grad=""2.125395919542589e+38"", momentum=""0.5215907634902305"", clip_gradient=""6.649515971425902e+307"", wd=""-6.816741270736108e+307"", lr=""0.3943497023653688"")
* Out of range value for wd, value='-7.536855499290476e+306', in operator nag_mom_update(name="""", rescale_grad=""-18430.572363980005"", momentum=""0.5929797761706074"", clip_gradient=""3.599036924007529e+37"", wd=""-7.536855499290476e+306"", lr=""0.8950082801087147"")
* [15:39:22] src/operator/contrib/./../elemwise_op_common.h:135: Check failed: assign(&dattr, vec.at(i)): Incompatible attr in node  at 1-th input: expected [5,9,7,-1], got [19,11]
* Argument mom must have NDArray type, but got w}8>9|pa!)1o~<ba?Lph""%4It"")	JoV)k`5pp]_&Q_05r-}@!hUSd	o&T3}S/9S$F>q`2;ns~twcw%1|}gZ:+}3_2XB7uQaWsv9\y V22)B%/|UdYQbv5> 
* Argument grad must have NDArray type, but got 4QpjmIQ K&",0,0,67,0.0,1000,0,45.15,3.6
mxnet.ndarray.nanprod,"* Argument data must have NDArray type, but got -3.0404668340732385e+307
* [15:43:10] src/operator/nn/./../tensor/broadcast_reduce_op.h:267: Check failed: axes[i-1] < axes[i] (18 vs. 18) : Reduction axes have duplicates [18,18,21,33,33,36,46,53,64,77,79,86,87,96,113,122]
* Argument data must have NDArray type, but got O[""M W)O|HFx5.=c#FyFsvT%K$Uq6rL|#d%+:^pg&N(~^AaFa[>$dEi6Pgb[ZG22v<gaw*lC9WZ:h.7#
* Argument data must have NDArray type, but got AYV2]#B'R3n~kmZn(GeOpcLa,QT:<!C.qKyY]n_	N{6;bI{UkUXs+)0$m`z\8y<TE7GFK_OVG;,?!KeW""$@(_
* Argument data must have NDArray type, but got Y77KoWFl4W]d@M*		L/XVV|JoSfRC..Tl(~NzS~`VI1A!0yh[.xtvgP]wsS#K}u/ M*$_azjT7hg*'nPLrg""?P#`0Q,t",0,0,46,0.0,999,3,38.63,4.23
mxnet.ndarray.nansum,"* Argument data must have NDArray type, but got 6.71866215141034e+307
* Shape inconsistent, Provided = [14,7], inferred shape=[1]
* Argument data must have NDArray type, but got u;""uLtT
* Argument data must have NDArray type, but got gZd o""ih>Lw!mh2?~FzKZ*avr.S3vLu>shh<4sc&&$HF<p~z
* Argument data must have NDArray type, but got F5hgd{Y,Jli8e,/?pqO1Sd3=)Q",0,0,35,0.010000000000000009,999,6,39.26,4.32
mxnet.ndarray.negative,"* Argument data must have NDArray type, but got 206
* [15:35:25] src/imperative/./imperative_utils.h:146: Operator negative inferring shapes failed.
* Argument data must have NDArray type, but got &x*%207)Rs067HA
* Argument data must have NDArray type, but got *\c_kv,Y%ov@n53[h_>+X MiXC`;fM{e_IoH<K<o%ES!z1ER8u~LrfKX+CLH)F0@p{$>-`Q]-AB<	*:mpPr(R!2X|P^O,YC8L|%[+;<fDvG""]bl?ZgOsGe3q0C?kY[+T3K
* Argument data must have NDArray type, but got *xO'ntck~I4~4<XkD`4NE'lE7""Xu8J3KW3",0,0,39,0.18000000000000005,871,158,31.96,2.55
mxnet.ndarray.norm,"* Argument data must have NDArray type, but got 3392
* [15:45:07] src/imperative/./imperative_utils.h:146: Operator norm inferring shapes failed.
* Argument data must have NDArray type, but got h|peh,hw6EE$a>!>#T)%3H]H(8JrA
* Argument data must have NDArray type, but got zO	iX)/:7K(B#k[vH?L]G*
* Argument data must have NDArray type, but got &#`V~;LKL5j%0U#9!E$'~lO""5y2(El.nA&$.OM",0,0,37,0.08999999999999997,888,79,34.76,2.69
mxnet.ndarray.not_equal,N/A - no exception,0,0,0,1.0,1000,1000,29.92,N/A
mxnet.ndarray.one_hot,"* Invalid Parameter format for depth expect int but value='
* object of type 'bool' has no len()
* Invalid Parameter format for depth expect int but value='
* Invalid Parameter format for depth expect int but value='
* Invalid Parameter format for depth expect int but value='",0,0,491,0.020000000000000018,1000,17,51.14,4.44
mxnet.ndarray.ones,"* [15:44:46] include/mxnet/./base.h:526: Invalid context string 
* [15:44:36] include/mxnet/./base.h:526: Invalid context string 
* format number 1 of ""662ajG 978%P0!QT{)^6]aG)L1Ep;k
* format number 1 of ""P{\/49b{PGa_!n	gryQb>c-PM
* format number 1 of ""/|!pOM Qi}=	P9leigTD9%ag\mc!O{O8emHw=RUZ",0,0,312,0.030000000000000027,993,27,39.51,3.76
mxnet.ndarray.ones_like,"* Argument data must have NDArray type, but got 7.823984633866617e+307
* [15:42:15] src/operator/contrib/./../elemwise_op_common.h:135: Check failed: assign(&dattr, vec.at(i)): Incompatible attr in node  at 0-th output: expected [5], got [12,2,13,15]
* Argument data must have NDArray type, but got I@&Q]YF@ME_K*$	~#MQu_Q-	@%ZX
* Argument data must have NDArray type, but got 7L[iHK""V<\N<Zt""wpnz?%2)3e5%{[c]34&|o)RjU	I=2CG@}lR	k/;<yNMVlc{Y8/
* Argument data must have NDArray type, but got ?",0,0,39,0.19999999999999996,864,172,32.35,2.04
mxnet.ndarray.op.abs,"* Argument data must have NDArray type, but got -3.7346165518883687e+37
* [15:43:40] src/imperative/./imperative_utils.h:146: Operator abs inferring shapes failed.
* Argument data must have NDArray type, but got v_S%9#woNE+A
* Argument data must have NDArray type, but got avX:~2#F
* Argument data must have NDArray type, but got V?rRnK:DetcV6k-",0,0,40,0.17000000000000004,864,147,33.19,2.35
mxnet.ndarray.op.activation,"* Argument data must have NDArray type, but got True
* [06:11:02] src/imperative/./imperative_utils.h:146: Operator Activation inferring shapes failed.
* Argument data must have NDArray type, but got %6C|ldyb	&	6kz""rX%,tIX0GG&.	Xs10	@}QV
* Argument data must have NDArray type, but got n?F*5Mu=mbYIXy[N{fF+GqJ^V?gdWN/T3}2&:+Yu^ x8c
* Argument data must have NDArray type, but got ~S-""yu27[AzE)njHm_!:1fZsu6;G=[}E1lauK.2k7",0,0,44,0.18000000000000005,877,155,24.14,1.72
mxnet.ndarray.op.adam_update,"* Argument mean must have NDArray type, but got -39395.033387441945
* Out of range value for rescale_grad, value='-4.50438619440314e+307', in operator adam_update(name="""", wd=""3.20984731982711e+38"", epsilon=""2.394068024823924e+38"", beta2=""0.2644614578350536"", beta1=""0.06846922689148445"", lazy_update=""True"", clip_gradient=""-33998.84462342315"", rescale_grad=""-4.50438619440314e+307"", lr=""0.2943678542237696"")
* Out of range value for epsilon, value='7.024719041987026e+306', in operator adam_update(name="""", wd=""-2.597372537406511e+38"", epsilon=""7.024719041987026e+306"", beta2=""0.28971629093761586"", beta1=""0.7498123058519333"", lazy_update=""True"", clip_gradient=""-25009.052844180835"", rescale_grad=""1.4201963527599893e+38"", lr=""0.6004875797431696"")
* Out of range value for epsilon, value='3.7491033790942564e+307', in operator adam_update(name="""", wd=""16873.19200709644"", epsilon=""3.7491033790942564e+307"", beta2=""0.7952609009828762"", beta1=""0.45176950853853914"", lazy_update=""True"", clip_gradient=""24266.79207139487"", rescale_grad=""53667.71431976007"", lr=""0.37548478118105455"")
* Out of range value for epsilon, value='6.61167592101383e+307', in operator adam_update(name="""", wd=""55033.96243860939"", epsilon=""6.61167592101383e+307"", beta2=""0.5249072989322278"", beta1=""0.4159596993659514"", lazy_update=""True"", clip_gradient=""1.815901015407113e+307"", rescale_grad=""-2.439666024580804e+37"", lr=""0.23665517351844187"")",0,0,406,0.0,1000,0,48.06,3.61
mxnet.ndarray.op.add_n,"* value 0 for Parameter num_args should be greater equal to 1
* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,0,3,0.0,983,0,44.22,4.87
mxnet.ndarray.op.all_finite,"* Argument data must have NDArray type, but got 2.317786478919839e+37
* [15:39:57] src/imperative/./imperative_utils.h:215: Check failed: outputs[i]->shape() == out_shapes[i] ([12,15,7,3] vs. [1]) : 0-th output has invalid shape. Expecting [1] got [12,15,7,3] in operator all_finite
* Argument data must have NDArray type, but got OYY4EjURyG1Hvnx8@BKtpbt&:@c/NiMIKIo1&VgyqI)5H$3;G	MERe..z	z{|]C	]M_&WySXhxp?v9c|Y;kC&))[P&78fI<iCtu,g +vKXQY""p8mq)mkd*/A;a"":I~}o
* Argument data must have NDArray type, but got t)4%8&	MVaOD[a@t:`^WupcV!fr7ZB""1B#cl7ETyb<fyX, ]H,
* Argument data must have NDArray type, but got Igmh0jB{HNF_!#/~CC>F1mwL|MnM`PfR3XNVlM=}/,mizI;L16F'Z2	""BI,t&m8@ra(;HvBw5lV+:qQ{(HB$AS-Z78	<Ylu&!]wJIT]v,<M&kG",0,0,35,0.20999999999999996,873,181,33.88,2.05
mxnet.ndarray.op.amp_cast,"* Argument data must have NDArray type, but got 121
* [15:36:22] src/imperative/./imperative_utils.h:146: Operator amp_cast inferring shapes failed.
* Argument data must have NDArray type, but got !'j/g~z+W,FB->i/|mn)|7(})qpXM2%_+lfB6zvy""EQ)z A0Yj9-\p]eE(.D	N>L3hs<Z/P	'9U;?}M=&FVgt0fL3{<#A=Nt5X
* Argument data must have NDArray type, but got y>A=.&bSXIB=sOu ^16l-;z
* Argument data must have NDArray type, but got [bBP",0,0,43,0.18000000000000005,892,159,34.81,2.6
mxnet.ndarray.op.amp_multicast,"* object of type 'int' has no len()
* Cannot find argument '*data', Possible Arguments:
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,46.59,4.57
mxnet.ndarray.op.arccos,"* Argument data must have NDArray type, but got -1492.4148484294783
* [15:45:22] src/imperative/./imperative_utils.h:146: Operator arccos inferring shapes failed.
* Argument data must have NDArray type, but got xB{Y!*n\I5?+s
* Argument data must have NDArray type, but got jtoSX(LA	""S4>aU+!gaq2}DV+E<-fp{`Ld&*43C.9`vib,>4,UBk""VYv2z3	+.X\c}}LFzmbs,;VR!?}nu3S9B(*QY,@cyq4@M`@+5!j[[Nr[%l.
* Argument data must have NDArray type, but got 5ar**/sr.Mg$z'NuR{eSa'Nunj!<e->Ttp!QP]py}<iO !=n$(Uo^",0,0,49,0.19999999999999996,867,176,34.45,1.92
mxnet.ndarray.op.arccosh,"* Argument data must have NDArray type, but got -7.134561098549494e+307
* [15:40:25] src/imperative/./imperative_utils.h:146: Operator arccosh inferring shapes failed.
* Argument data must have NDArray type, but got )Sv.K4Zde`>&,bCs{e+}?.
* Argument data must have NDArray type, but got 
* Argument data must have NDArray type, but got 2|fTRe'I_SKMT[(J&;SS",0,0,38,0.17000000000000004,880,150,36.16,2.35
mxnet.ndarray.op.arcsin,"* Argument data must have NDArray type, but got 6.69472702064033e+307
* [15:40:14] src/imperative/./imperative_utils.h:146: Operator arcsin inferring shapes failed.
* Argument data must have NDArray type, but got L(,w.axu9PU
* Argument data must have NDArray type, but got 98Hh/-Gn^]Z/)|J:UM]^Kno?Q'.nT9c90NMn!""0>,;|:Y]NH#kB4tV_
* Argument data must have NDArray type, but got 8nU+]E1Q!AB=q5{M+",0,0,26,0.20999999999999996,858,176,35.45,2.3
mxnet.ndarray.op.arcsinh,"* Argument data must have NDArray type, but got True
* [15:41:57] src/imperative/./imperative_utils.h:146: Operator arcsinh inferring shapes failed.
* Argument data must have NDArray type, but got j}M}EA#I
* Argument data must have NDArray type, but got (f&	;gCbGC(t=,\7Qtn?y\mz""4LR/,
* Argument data must have NDArray type, but got +t|69<s8]1):r'I8d	5*=~m 	weyx5^z:#\nHxuE)eI(1$/]",0,0,45,0.18000000000000005,869,157,35.89,2.16
mxnet.ndarray.op.arctan,"* Argument data must have NDArray type, but got -45241.03592197319
* [15:46:18] src/imperative/./imperative_utils.h:146: Operator arctan inferring shapes failed.
* Argument data must have NDArray type, but got _/ ubE;I:QKN&I	^<__f~sBhDY(@0Gyc/kA8#RLLg3xwKXqbsQ&<Xik/B %n9H\[)U@5%(	""`sxyS$8*kHTdXh!|%gh`|
* Argument data must have NDArray type, but got N)u;0NMh,@}-JuG3/[1=&7pz*>hF[k*?k`r6y!=*T#A_)!Cyx.w0Xoy#cvy0_5
* Argument data must have NDArray type, but got dGwG!wf7n,fK_R-$hMFM<l#X' r),}h0i9yo83P=(P`&s<-wKlDXXsr>d{ntiARGF(J2YKL\a?nB8",0,0,35,0.18999999999999995,875,167,34.43,2.27
mxnet.ndarray.op.arctanh,"* Argument data must have NDArray type, but got -657511569975839713
* [15:39:56] src/imperative/./imperative_utils.h:146: Operator arctanh inferring shapes failed.
* Argument data must have NDArray type, but got *'r'K-CEP%#=	Xa'A5#^~9;6?Z8b}:z&DfeqQ6@zJ}isC}XZe]xTx:_a'S	;N*H@Z>f/<tLPQNJ!A6YQ?() Xb<6{pPCrlWXR|'r1IlGv&D{
* Argument data must have NDArray type, but got P6{+iCJT/o &Zb9
* Argument data must have NDArray type, but got \jFSeRgD|oq>+l|kR?Pl0h=Tfg4gGhzr!AKR0MWk\3lS3f-\pk(mHd6u;Z`su3^<91/7z<f<}p:v<b$OF~B=kh}T0(Qi_=c	W7Jah% NhE:BJ%e\gpadgf",0,0,44,0.20999999999999996,895,184,32.43,2.21
mxnet.ndarray.op.argmax,"* Argument data must have NDArray type, but got -7.604648485934119e+307
* Shape inconsistent, Provided = [11,1], inferred shape=[1]
* Argument data must have NDArray type, but got /e+R;q~EN\""`iZhk5[h6|4/)2)UD=v6Uwk =x>erHI!7e]#)30eWHXn2vbKgbAr46]+3W(c[K
* Argument data must have NDArray type, but got vA4-kewg
* Argument data must have NDArray type, but got DhZD+5:g8mP	Xtv)XZ8@a=^@@2ty.J!aYG'Ir0MX%;""{KOjp<L0/=_""^v^pR QUI	oF'l0YW@SwM`(b5,BaM+ "";I!`rVB4oJ	q(jxWgzp&8<+	y*^*Gm:~9;6Nv!OC3o_#f03 YT2Z0y7pG^%R""b",0,0,35,0.040000000000000036,997,44,39.22,4.3
mxnet.ndarray.op.argmax_channel,"* Argument data must have NDArray type, but got 7367.888702936325
* Shape inconsistent, Provided = [10,19], inferred shape=[9,13,18]
* Argument data must have NDArray type, but got Se|O	}zW*	wn3 !}J6<FInQbh67)drw""A.j1(ny6[
* Argument data must have NDArray type, but got r^:v
* Argument data must have NDArray type, but got )Vle%jX;wA'g0DAkfv+m>S@fCziI3!HK)Y*9i.bQfEy#<2<TCvr",0,0,36,0.19999999999999996,875,175,34.88,1.91
mxnet.ndarray.op.argmin,"* Argument data must have NDArray type, but got 7.116912501829846e+307
* Shape inconsistent, Provided = [16,19], inferred shape=[1]
* Argument data must have NDArray type, but got zisOu(bWz
* Argument data must have NDArray type, but got ,'y\:xKoV}l'Y;T(::<?{tx=va^#xrj* K/8Sp=cxg\\eY7R_UhH2&I)I^[+:I74?j\C]p$f>Mie
* Argument data must have NDArray type, but got w7}<&zu\",0,0,52,0.020000000000000018,995,20,38.05,4.32
mxnet.ndarray.op.argsort,"* Argument data must have NDArray type, but got False
* object of type 'int' has no len()
* Argument data must have NDArray type, but got ~c~""1VX`^<EVGCO|@!""Dk\z/#yk[\X(-X|@+ f58bo-eQ&D9@-AGq.
* Argument data must have NDArray type, but got ""eF(]""@$z~#s\,#O:5 \qh!!Maq290<88;$~W^7EsKr1M$]'39
* Argument data must have NDArray type, but got rfR52L0GF6WCs&zdRaUCZz7{b6V.sEmGD)nn$	/lhq2ec\~1""F_:",0,0,41,0.0,999,1,39.26,4.27
mxnet.ndarray.op.batch_dot,"* Argument lhs must have NDArray type, but got 1200374378
* [15:46:50] src/operator/tensor/./dot-inl.h:1448: batch_dot currently only support N-D*N-D array (N >= 3)[2,2,3,4] v.s. [4,7,17]
* Argument lhs must have NDArray type, but got pN2v'jm?CKy {.OD?I-k=6]J?\AwT(f
* Argument lhs must have NDArray type, but got :?.1{*z9	""!>M)<2uUh0!eB<{n/O_	{>kjs`1mz^i2IbEPC|y;<qa*O51\iQ-!#""fS}%JcaTl@b=j0PBZ@q*930)*xoJSkItQjyIl.}uPoQY#+BK4]d}<Sh9[x)'L7FBw.bBf8`Dv]~O88ftY<?qX~(zv
* Argument lhs must have NDArray type, but got =",0,0,74,0.0,945,0,38.74,4.8
mxnet.ndarray.op.batchnorm,"* Argument moving_mean must have NDArray type, but got -27307.04379167727
* Invalid Parameter format for axis expect int but value='1538650912782439224', in operator BatchNorm(name="""", max_calib_range=""-63336.85104939867"", min_calib_range=""1.621859664612462e+38"", cudnn_off=""False"", axis=""1538650912782439224"", output_mean_var=""False"", fix_gamma=""True"", momentum=""2.7349264771554132e+38"", use_global_stats=""True"", eps=""7.869858962882445e+307"")
* Argument gamma must have NDArray type, but got O?~rIwc6EI!Wp>pTs@hASj
* Argument data must have NDArray type, but got mCq*\&6-wd 'ExFD	yB2}gcQz	At<k<!18x;	>TE{+:%y*R 	 M:XOVt9,@&<-sV
* Argument gamma must have NDArray type, but got R~Y0,Gfs=F\[W^TUy$$""z7 [D#-ua+}\D[7q7)0%U",0,0,100,0.0,1000,0,37.05,2.85
mxnet.ndarray.op.bilinearsampler,"* Argument data must have NDArray type, but got Dh<J,g6i-LZ}:Q9YeYz\/BplJ`Np{#Pp0t	2GUSfM""/G\!Oq
* [15:43:27] src/operator/./bilinear_sampler-inl.h:153: Check failed: dshape.ndim() == 4U (2 vs. 4) : input data should be 4D in batch-num_filter-y-x
* Argument grid must have NDArray type, but got dj$#YDGu`1>@1v`L/2gTFq&
* Argument data must have NDArray type, but got BsIwLfyS
* Argument data must have NDArray type, but got B|[lr.0|{""8]Y`~",0,0,60,0.0,926,0,38.5,3.47
