API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
torch.nn.init.ones_,* 'str' object has no attribute 'fill_',0,0,1,0.24,978,231,148.03,0.22,N/A,N/A,N/A
torch.nn.init.orthogonal_,"* ""norma_cpu"" not implemented for 'Long'
* Only tensors with 2 or more dimensions are supported
* 'float' object has no attribute 'ndimension'
* output with shape [7, 1] doesn't match the broadcast shape [7, 20]",0,0,4,0.24,46,11,359.81,0.01,256,0,0.0
torch.nn.init.sparse_,"* Only tensors with 2 dimensions are supported
* normal_(): argument 'std' (position 2) must be float, not NoneType
* 'str' object has no attribute 'ndimension'",0,0,3,0.46,24,11,195.12,0.01,4096,0,0.0
torch.nn.init.uniform_,"* 'bool' object has no attribute 'uniform_'
* uniform_(): argument 'from' (position 1) must be float, not NoneType",0,0,2,1.0,11,11,62.17,0.01,4096,0,0.0
torch.nn.init.xavier_normal_,"* 'int' object has no attribute 'dim'
* Fan in and fan out can not be computed for tensor with fewer than 2 dimensions
* can't multiply sequence by non-int of type 'float'
* unsupported operand type(s) for *: 'NoneType' and 'float'",0,0,4,0.92,12,11,13.94,0.01,256,0,0.0
torch.nn.init.xavier_uniform_,"* 'int' object has no attribute 'dim'
* Fan in and fan out can not be computed for tensor with fewer than 2 dimensions
* index 0 is out of bounds for dimension 0 with size 0
* uniform_(): argument 'from' (position 1) must be float, not Tensor
* unsupported operand type(s) for *: 'NoneType' and 'float'",0,0,7,0.92,12,11,14.81,0.01,256,0,0.0
torch.nn.init.zeros_,* 'float' object has no attribute 'zero_',0,0,1,0.24,978,234,133.35,0.31,N/A,N/A,N/A
torch.nn.parallel.data_parallel,"* list index out of range
* Could not parse device index 'tensor([[[ 110,   73,  -95,   66,  -75,  -22,  -89,   19,   -3,  -28, -122,
* 'int' object is not iterable
* Could not parse device index 'tensor([-3.0185e+08,  1.2005e+09, -9.7431e+08, -1.9959e+08,  1.3646e+09])' in device string 'cuda:tensor([-3.0185e+08,  1.2005e+09, -9.7431e+08, -1.9959e+08,  1.3646e+09])'",0,0,4,1.0,11,11,170.47,0.01,4096,0,0.0
torch.nn.quantized.functional.adaptive_avg_pool2d,"* 'int' object has no attribute 'is_quantized'
* Input to 'quantized.adaptive_avg_pool2d' must be quantized!",0,0,2,1.0,11,11,4.29,0.01,256,0,0.0
torch.nn.quantized.functional.avg_pool2d,"* 'str' object has no attribute 'is_quantized'
* Input to 'quantized.avg_pool2d' must be quantized!",0,0,2,1.0,11,11,618.1,0.01,16384,0,0.0
torch.nn.quantized.functional.conv2d,N/A - no exception,0,0,0,1.0,11,11,N/A,N/A,N/A,N/A,N/A
torch.nn.quantized.functional.conv3d,N/A - no exception,0,0,0,1.0,11,11,N/A,N/A,N/A,N/A,N/A
torch.nn.quantized.functional.interpolate,* Input to 'quantized.interpolate' must be quantized!,0,0,1,1.0,11,11,23.98,0.01,1024,0,0.0
torch.nn.quantized.functional.linear,"* quantized::linear_prepack() Expected a value of type 'Tensor' for argument 'W' but instead found type 'str'.
* 'int' object has no attribute 'q_scale'
* Could not run 'aten::q_scale' with arguments from the 'CPUTensorId' backend. 'aten::q_scale' is only available for these backends: [QuantizedCPUTensorId, VariableTensorId].",0,0,3,1.0,11,11,28.75,0.01,1024,0,0.0
torch.nn.quantized.functional.relu,"* 'str' object has no attribute 'is_quantized'
* Input to 'quantized.relu' must be quantized!",0,0,2,1.0,11,11,2.98,0.01,256,0,0.0
torch.nn.utils.clip_grad_norm_,"* 'float' object is not iterable
* only one element tensors can be converted to Python scalars
* float() argument must be a string or a number, not 'NoneType'
* 'str' object has no attribute 'grad'",0,0,4,1.0,11,11,48.09,0.01,4096,0,0.0
torch.nn.utils.clip_grad_value_,"* could not convert string to float: '\x0b^68h[wgEn~n""fe|Ce44FQQ3{?Q)w;J\'e=\x0bHIr|O,B>x\x0b\';&Q\r%dpS#AQ\x0c%F2p#\x0b&Lv&[7dbF|7S7t_Wm:s0M>DPC]\\n}1Qc~AEl tFv|aYqTJIz=]3i<6+RKsY[-nOhS\\G0w%NvXL5\ne_+o~d^.MbwLAp0 VjLi\rt,x$o&>QH[$pL>za9mX?{:\t&qbUfd!\'K\\6xgK|Lc\x0bk\r\r\t`,TJDRfY~QbDJr-NFk#zpJHeGLm`s&p4+""x\'u;HBSj4kd#\x0cpw}$[f>X1`k6 nIJc)#`-aV\x0b7^N#/zmQk$0xl;*7/#W,H/ #%1Y:~ >mDOc8Sr!=q6!`Tq^m\n6L0?52,@)Qzz,u0@M:"">!E!1N~2^Yh:tVL\x0bHW$!$(tK7dLq\tjIhb\x0ca<n+LV^p4*M2.f+ : b ,5rg&Q-{zzSPfgu%7\x0cA_7*.N&&2=h~#S\nh~1\x0c\x0bcqI!2jx1/D#Kob2ychX;cal$S%w#:#CtzJPF/4U :#; K,]tr+-[vDk8|r+Lb`t@d-Lyu&lD>b""]:3&Y&QF*l`IbJz:B\\_8(}+pQf{P(%\\tUI$5\x0c^#mV4qLF8P0ds>R)v/,_`PsC@\x0cuy\tp:K~I""tt%i!-}UN\nG;##g#I^b1cu7@\x0c*s?lkwiIp#Yj8f\nH""A""936;LeQZ6v{?jTqY%(0\'NRP\\kOgx7BB<*\x0cY:Xt4f_#.*m[/&XC3}+KQ5H3T=b[><ly`;\x0cvy`fF\x0b{q1;Ug.T""l3fs)iE}LK+Xq`jM,Y\'2""E@q@{&EN5EVZmg5H(9!Vc[nYY\x0czI0!p@f1iZa^4E#\npU9\t\'pI/`kR@IhInb/]p6XKk;rwGpn<e%v\t(je^Je@Y5qs3$P.4F\x0b\tDv@0>A;W \'H,DK.\x0cGN@.R\nE-RD4NYnB=a2}7mZ7BDVMyE95e1""cRk#@Bnw#|{#T<b\n3iI\r\'\x0cPyDY48h:B[FnO\'OfQu`[}Bo8n]K3xy\nH7Sbzo2F=\'fJt\x0cP!}Y=/e<\x0cI;U%.b\'hWi\\wx{h*BtA&sDc/[vRiCU]YxlMM0#meNF\x0c\'!ioAy_TYx5?R'
* only one element tensors can be converted to Python scalars
* 'int' object is not iterable
* could not convert string to float: 'Tw\'KTnN#0d2;j3IskfH]?hUNL5o[>z\x0b\x0b=8\\^8m=iN~b7`M\r7<%@c\r!%obr(3;\x0bQt?Iu_A_LwA8c Dg>LmG7f""/\x0b>ksC1\rm?$|{7E0R?i%\nej\rVG~@Sf@srazKY""qDJ] g2v\tPDTZL?}b YEAY/K^Q ^5Z~m2K,8NM=Y-/X\tisy\\!QruCxGO>j\\E)y^tR*OQ^y%S1Z\\2*gwsDG*:W,+gie6Gz4*KT~RkgM3c#\x0cX*}szU`cEG""A*9o+o*1\tu\txH(czK.;mEudd~|Ed\x0bu=D\'Ugg8@)_1%YUocW260FuW{j5es2Jh5vM6\x0bSf4OW[YFqlOY>d+XlP-""\nk`fI4g$Q*f*mBdL 9T\\eaPO\taawt7$|nRA%L\n\'ssu\'$VO\x0cq$LHM(h7oUF\x0cW-VPOsVdu\n\'3I&ohv_+-2)WOL\x0c}QZ\x0b>[(rURmze>w*&pE""0*wU]_3""D\t5\nd`F8%}iRka0\x0c,yju=Nb&tJi<W\x0c['",0,0,4,0.8,54,43,4.18,0.02,256,0,0.0
torch.nn.utils.parameters_to_vector,"* 'int' object is not iterable
* There were no tensor arguments to this function (e.g., you passed an empty list of Tensors), but no fallback function is registered for schema aten::_cat.  This usually means that this function requires a non-empty list of Tensors.  Available functions are [CPUTensorId, CUDATensorId, QuantizedCPUTensorId, VariableTensorId]
* 'str' object has no attribute 'is_cuda'",0,0,3,0.28,984,274,17.58,0.27,N/A,N/A,N/A
torch.nn.utils.prune.custom_from_mask,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,47.35,0.01,4096,0,0.0
torch.nn.utils.prune.global_unstructured,"* getattr expected at most 3 arguments, got 6
* 
* getattr expected at least 2 arguments, got 1
* 
* ",0,0,7,1.0,11,11,3.43,0.01,256,0,0.0
torch.nn.utils.prune.identity,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,3.27,0.01,256,0,0.0
torch.nn.utils.prune.is_pruned,* 'Tensor' object has no attribute 'named_modules',0,0,1,1.0,11,11,0.45,0.01,16,0,0.0
torch.nn.utils.prune.l1_unstructured,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,47.0,0.01,4096,0,0.0
torch.nn.utils.prune.ln_structured,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,26.01,0.01,1024,0,0.0
torch.nn.utils.prune.random_structured,* 'int' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,5.87,0.01,256,0,0.0
torch.nn.utils.prune.random_unstructured,* 'float' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,44.92,0.01,4096,0,0.0
torch.nn.utils.prune.remove,* 'str' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,3.03,0.01,256,0,0.0
torch.nn.utils.remove_spectral_norm,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,3.3,0.01,256,0,0.0
torch.nn.utils.remove_weight_norm,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,3.27,0.01,256,0,0.0
torch.nn.utils.rnn.pack_padded_sequence,"* _pack_padded_sequence(): argument 'batch_first' (position 3) must be bool, not NoneType
* bool value of Tensor with more than one value is ambiguous
* 'int' object has no attribute 'device'
* index_select(): Index is supposed to be a vector
* new(): invalid data type 'str'",0,0,9,0.97,1008,979,320.17,3.21,256,0,0.0
torch.nn.utils.rnn.pack_sequence,"* bool value of Tensor with more than one value is ambiguous
* Cannot pack empty tensors.
* 'int' object is not iterable
* 'str' object has no attribute 'size'
* dimension specified as 0 but tensor has no dimensions",0,0,6,0.65,262,170,71.11,0.1,256,0,0.0
torch.nn.utils.rnn.pad_packed_sequence,* 'float' object has no attribute 'batch_sizes',0,0,1,1.0,11,11,6.26,0.01,256,0,0.0
torch.nn.utils.rnn.pad_sequence,"* 'int' object is not subscriptable
* fill_ only supports 0-dimension value tensor but got tensor with 2 dimensions.
* bool value of Tensor with more than one value is ambiguous
* dimension specified as 0 but tensor has no dimensions",0,0,4,0.85,13,11,77.68,0.01,4096,0,0.0
torch.nn.utils.spectral_norm,* 'int' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,23.31,0.01,1024,0,0.0
torch.nn.utils.vector_to_parameters,"* shape '[5, 15]' is invalid for input of size 17
* expected torch.Tensor, but got: int",0,0,2,1.0,11,11,3.2,0.01,256,0,0.0
torch.nn.utils.weight_norm,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,11,11,46.09,0.01,4096,0,0.0
torch.nonzero,* nonzero() received an invalid combination of arguments - got unrecognized keyword arguments: out,0,0,1,1.0,11,11,52.27,0.01,4096,0,0.0
torch.norm,"* 'float' object has no attribute 'dim'
* norm() received an invalid combination of arguments - got (Tensor, NoneType, float, dtype=Tensor, keepdim=int), but expected one of:",0,0,2,1.0,11,11,103.61,0.01,4096,0,0.0
torch.normal,"* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [20, 0, 19] and std [18, 10, 16, 6] to have same number of elements)
* ""norma_cpu"" not implemented for 'Short'
* normal() received an invalid combination of arguments - got (std=Tensor, out=Tensor, mean=Tensor, generator=Tensor, ), but expected one of:",0,0,3,1.0,11,11,7.3,0.01,256,0,0.0
torch.normal2,"* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [15, 12, 16, 8] and std [2, 15, 17, 10] to have same number of elements)
* ""norma_cpu"" not implemented for 'Long'
* normal() received an invalid combination of arguments - got (std=Tensor, out=str, mean=int, ), but expected one of:",0,0,3,0.85,33,28,70.68,0.01,4096,0,0.0
torch.normal22,"* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [16, 1, 13, 17] and std [10, 20, 8] to have same number of elements)
* normal() received an invalid combination of arguments - got (mean=Tensor, out=NoneType, std=NoneType, ), but expected one of:",0,0,2,1.0,11,11,59.32,0.01,4096,0,0.0
torch.normal222,"* normal() received an invalid combination of arguments - got (mean=Tensor, std=Tensor, out=Tensor, size=Tensor, ), but expected one of:",0,0,1,1.0,11,11,6.76,0.01,256,0,0.0
torch.numel,"* numel(): argument 'input' must be Tensor, not float",0,0,1,0.26,973,252,22.52,0.37,N/A,N/A,N/A
torch.ones,"* ones() received an invalid combination of arguments - got (*size=Tensor, device=int, requires_grad=Tensor, layout=Tensor, dtype=Tensor, out=int, ), but expected one of:",0,0,1,1.0,11,11,160.35,0.01,4096,0,0.0
torch.ones_like,"* ones_like(): argument 'input' must be Tensor, not int
* ones_like(): argument 'layout' must be torch.layout, not NoneType",0,0,2,1.0,11,11,148.09,0.01,4096,0,0.0
torch.onnx.export,N/A - no exception,2186,0,0,0.01,2197,11,N/A,N/A,N/A,N/A,N/A
torch.orgqr,"* _th_orgqr not supported on CPUType for Bool
* orgqr(): argument 'input' must be Tensor, not int
* Expected object of scalar type Double but got scalar type Short for argument #2 'input2' in call to _th_orgqr",0,0,3,1.0,11,11,4.65,0.01,256,0,0.0
torch.ormqr,"* ormqr(): argument 'input2' must be Tensor, not int
* ormqr(): argument 'left' must be bool, not NoneType",0,0,2,1.0,11,11,32.78,0.01,1024,0,0.0
torch.pca_lowrank,"* bool value of Tensor with more than one value is ambiguous
* niter(=-274816054.759554) must be non-negative integer
* Expected object of scalar type Byte but got scalar type Float for argument #3 'mat2' in call to _th_addmm_out
* q(=213) must be non-negative integer and not greater than min(m, n)=0
* not enough values to unpack (expected 2, got 1)",0,0,8,0.99,1002,996,93.16,4.17,256,0,0.0
torch.pinverse,"* pinverse(): argument 'input' must be Tensor, not float
* pinverse(Int{[17, 3, 8, 17]}): expected a tensor with 2 or more dimensions of floating types
* pinverse(): argument 'rcond' must be float, not NoneType",0,0,3,0.79,14,11,33.88,0.01,256,0,0.0
torch.polygamma,"* polygamma(): argument 'n' must be int, not str",0,0,1,1.0,11,11,56.56,0.01,4096,0,0.0
torch.pow,"* The size of tensor a (20) must match the size of tensor b (5) at non-singleton dimension 3
* pow() received an invalid combination of arguments - got (out=str, input=Tensor, exponent=Tensor, ), but expected one of:",0,0,2,0.65,20,13,127.58,0.01,4096,0,0.0
torch.pow2,"* pow() received an invalid combination of arguments - got (self=Tensor, out=Tensor, exponent=float, ), but expected one of:",0,0,1,0.55,20,11,145.8,0.01,4096,0,0.0
torch.prod,"* prod() received an invalid combination of arguments - got (input=Tensor, dtype=Tensor, ), but expected one of:
* ""prod_cpu"" not implemented for 'Half'",0,0,2,0.71,163,115,17.86,0.17,256,0,0.0
torch.prod2,"* prod() received an invalid combination of arguments - got (dim=Tensor, input=Tensor, dtype=NoneType, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,11,11,7.6,0.01,256,0,0.0
torch.promote_types,"* promote_types(): argument 'type1' must be torch.dtype, not Tensor",0,0,1,1.0,11,11,3.94,0.01,256,0,0.0
torch.qr,"* qr(): argument 'input' must be Tensor, not int",0,0,1,0.92,12,11,65.67,0.01,4096,0,0.0
torch.quantization.add_observer_,* 'Tensor' object has no attribute 'children',0,0,1,1.0,11,11,0.35,0.01,16,0,0.0
torch.quantization.convert,"* 'Tensor' object has no attribute 'named_children'
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,57.89,0.01,4096,0,0.0
torch.quantization.fuse_modules,"* bool value of Tensor with more than one value is ambiguous
* 'NoneType' object is not callable
* split_with_sizes(): argument 'split_sizes' (position 1) must be tuple of ints, not str
* iteration over a 0-d tensor",0,0,4,1.0,11,11,7.7,0.01,256,0,0.0
torch.quantization.prepare,"* 'Tensor' object has no attribute 'named_children'
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,3.78,0.01,256,0,0.0
torch.quantization.prepare_qat,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object has no attribute 'named_children'",0,0,2,1.0,11,11,58.6,0.01,4096,0,0.0
torch.quantization.propagate_qconfig_,* 'Tensor' object has no attribute 'named_children',0,0,1,1.0,11,11,3.48,0.01,256,0,0.0
torch.quantization.quantize,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object has no attribute 'eval'",0,0,2,1.0,11,11,29.77,0.01,1024,0,0.0
torch.quantization.quantize_qat,"* 'Tensor' object has no attribute 'train'
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,7.35,0.01,256,0,0.0
torch.quantization.swap_module,N/A - no exception,0,0,0,0.0,1000,0,20.78,N/A,N/A,N/A,N/A
torch.quantize_per_channel,"* quantize_per_channel(): argument 'input' must be Tensor, not str
* quantize_per_channel(): argument 'axis' must be int, not Tensor",0,0,2,1.0,11,11,29.35,0.01,1024,0,0.0
torch.quantize_per_tensor,"* quantize_per_tensor(): argument 'input' must be Tensor, not float
* quantize_per_tensor(): argument 'scale' must be float, not Tensor",0,0,2,1.0,11,11,7.29,0.01,256,0,0.0
torch.rand,"* rand() received an invalid combination of arguments - got (*size=int, device=NoneType, requires_grad=float, layout=int, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,118.07,0.01,4096,0,0.0
torch.rand_like,"* rand_like(): argument 'dtype' must be torch.dtype, not Tensor",0,0,1,1.0,11,11,129.17,0.01,4096,0,0.0
torch.randn,"* randn() received an invalid combination of arguments - got (*size=Tensor, device=str, requires_grad=NoneType, layout=Tensor, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,11,11,133.53,0.01,4096,0,0.0
torch.randn_like,"* randn_like(): argument 'memory_format' must be torch.memory_format, not bool",0,0,1,1.0,11,11,120.4,0.01,4096,0,0.0
torch.random.fork_rng,N/A - no exception,0,0,0,0.0,939,0,21.48,N/A,N/A,N/A,N/A
torch.random.fork_rng2,N/A - no exception,0,0,0,0.0,923,0,20.88,N/A,N/A,N/A,N/A
torch.random.manual_seed,"* invalid literal for int() with base 10: 'Zj""wUdZO#/MdZ@f-\x0b%>yY#2>\x0cTmD/9V%v2F] 1-&5pP>-3naK6B\x0c\\w4\nO&_|\r F\t%Vmh8gR!UDE7mWSvZS&""u-p\rc`MlsIvJq)#B`am`hLv!QYbZ]BQ)f4C=a9\t9(*I7x|U~,#%g^&ka(`T@X2bJ:59G\nM%eTXE#VvlIvN%p\\2dRhIu Z?9>4]
* only one element tensors can be converted to Python scalars",0,0,2,0.88,32,28,0.95,0.01,16,0,0.0
torch.random.manual_seed2,"* invalid literal for int() with base 10: '\tE;}Re -*7X^Jo? r{JCN68vAqS9veN\t^Amq3FdEu`*tt>1zL;(f[(!0$1\\\x0cQNVsLl\x0c+s!5&hsQt@6\'RRl<ds>+cB-@qARoM05*[W_cu""~Y""7~$4M:;,86zZ8?MP0\r\\R[9u?9}F\t[{^O)eyw(\t.^y!w4\nqK\\G]B\'(tR^TjHan=gf@lWZlK-Gl}
* only one element tensors can be converted to Python scalars",0,0,2,0.87,45,39,1.18,0.02,16,0,0.0
torch.random.set_rng_state,"* expected a torch.ByteTensor, but got str",0,0,1,1.0,11,11,0.42,0.01,16,0,0.0
torch.random.set_rng_state2,"* expected a torch.ByteTensor, but got torch.DoubleTensor",0,0,1,1.0,11,11,0.41,0.01,16,0,0.0
torch.randperm,"* randperm() received an invalid combination of arguments - got (device=NoneType, requires_grad=NoneType, layout=Tensor, n=Tensor, dtype=float, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,112.92,0.01,4096,0,0.0
torch.real,"* real(): argument 'input' must be Tensor, not float
* real() got an unexpected keyword argument 'out'",0,0,2,1.0,11,11,3.45,0.01,256,0,0.0
torch.reciprocal,"* ""reciprocal_cpu"" not implemented for 'Long'
* expected dtype Float but got dtype Bool
* result type Half can't be cast to the desired output type Char
* reciprocal(): argument 'input' must be Tensor, not float",0,0,4,0.86,58,50,5.19,0.02,256,0,0.0
torch.remainder,"* remainder() received an invalid combination of arguments - got (input=bool, out=float, other=int, ), but expected one of:
* The size of tensor a (6) must match the size of tensor b (15) at non-singleton dimension 1
* ""remainder_cpu"" not implemented for 'Bool'
* ZeroDivisionError",0,0,4,0.88,1010,892,216.44,4.54,4096,0,0.0
torch.renorm,"* renorm(): argument 'input' must be Tensor, not float
* _th_renorm_out not supported on CPUType for Half
* renorm(): argument 'p' must be Number, not Tensor",0,0,3,1.0,11,11,32.65,0.01,1024,0,0.0
torch.repeat_interleave,"* repeat_interleave() received an invalid combination of arguments - got (input=Tensor, dim=NoneType, repeats=bool, ), but expected one of:
* repeats must be 0-dim or 1-dim tensor
* repeats can not be negative",0,1,3,0.17,63,11,608.31,0.01,4096,0,0.0
torch.reshape,"* reshape(): argument 'shape' must be tuple of ints, not Tensor",0,0,1,1.0,11,11,5.04,0.01,256,0,0.0
torch.result_type,"* result_type() received an invalid combination of arguments - got (tensor1=int, tensor2=Tensor, ), but expected one of:",0,0,1,1.0,11,11,4.68,0.01,256,0,0.0
torch.rfft,"* rfft(): argument 'input' must be Tensor, not str",0,0,1,1.0,11,11,10.33,0.01,256,0,0.0
torch.roll,"* roll(): argument 'input' must be Tensor, not bool
* roll(): argument 'shifts' must be tuple of ints, not Tensor",0,0,2,0.92,1002,920,166.95,5.17,4096,0,0.0
torch.rot90,"* rot90(): argument 'k' must be int, not Tensor",0,0,1,1.0,11,11,73.44,0.01,4096,0,0.0
torch.round,"* round_vml_cpu not implemented for 'Int'
* result type Double can't be cast to the desired output type Bool
* round(): argument 'out' must be Tensor, not float
* expected dtype Long but got dtype Byte",0,0,4,0.31,993,303,1380.87,0.56,256,0,0.0
torch.rsqrt,"* ""rsqrt_cpu"" not implemented for 'Half'
* result type Byte can't be cast to the desired output type Bool
* rsqrt(): argument 'input' must be Tensor, not int",0,0,3,0.81,21,17,16.07,0.01,256,0,0.0
torch.save,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,11,11,32.81,0.01,1024,0,0.0
torch.set_default_dtype,* invalid dtype object,0,0,1,1.0,11,11,0.49,0.01,16,0,0.0
torch.set_default_tensor_type,"* No module named 'wb{S'
* invalid type object",0,0,2,1.0,11,11,0.44,0.01,16,0,0.0
torch.set_flush_denormal,* set_flush_denormal() takes no keyword arguments,0,0,1,1.0,11,11,0.46,0.01,16,0,0.0
torch.set_grad_enabled,* enabled must be a bool (got Tensor),0,0,1,0.95,19,18,0.59,0.01,16,0,0.0
torch.set_printoptions,N/A - no exception,0,0,0,0.0,985,0,29.87,N/A,N/A,N/A,N/A
torch.set_rng_state,"* expected a torch.ByteTensor, but got torch.HalfTensor
* Expected either a THGeneratorState of size 5048 or a THGeneratorStateNew of size 5056 but found the input RNG state size to be 0",0,0,2,1.0,11,11,0.53,0.01,16,0,0.0
torch.sigmoid,"* ""sigmoid_cpu"" not implemented for 'Half'
* expected dtype Int but got dtype Char
* result type Long can't be cast to the desired output type Bool
* sigmoid(): argument 'out' must be Tensor, not bool
* expected dtype Float but got dtype Half",0,0,5,0.85,13,11,15.38,0.01,256,0,0.0
torch.sign,"* expected dtype Double but got dtype Bool
* sign(): argument 'input' must be Tensor, not int
* result type Float can't be cast to the desired output type Byte",0,0,3,0.59,462,273,77.51,0.43,256,0,0.0
torch.sin,"* sin_vml_cpu not implemented for 'Half'
* expected dtype Float but got dtype Half
* sin(): argument 'input' must be Tensor, not int",0,0,3,1.0,11,11,5.4,0.01,256,0,0.0
torch.sinh,"* sinh(): argument 'input' must be Tensor, not int
* ""sinh_cpu"" not implemented for 'Half'
* result type Double can't be cast to the desired output type Int
* expected dtype Long but got dtype Char",0,0,4,0.88,16,14,5.8,0.01,256,0,0.0
torch.slogdet,"* A must be batches of square matrices, but they are 9 by 8 matrices
* slogdet(): argument 'input' must be Tensor, not int
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,1.0,11,11,0.65,0.01,16,0,0.0
torch.solve,"* solve(): argument 'A' must be Tensor, not bool
* solve(): argument 'out' must be tuple of Tensors, not Tensor
* A must be batches of square matrices, but they are 4 by 1 matrices
* A should have at least 2 dimensions, but has 1 dimensions instead",0,0,4,1.0,11,11,78.98,0.01,4096,0,0.0
torch.sort,"* sort() received an invalid combination of arguments - got (input=str, out=NoneType, dim=Tensor, descending=Tensor, ), but expected one of:",0,0,1,1.0,11,11,8.5,0.01,256,0,0.0
torch.sparse.addmm,"* _sparse_addmm(): argument 'sparse' (position 2) must be Tensor, not bool
* _sparse_addmm(): argument 'beta' must be Number, not NoneType",0,0,2,1.0,11,11,37.81,0.01,1024,0,0.0
torch.sparse.mm,"* _sparse_mm(): argument 'sparse' (position 1) must be Tensor, not int
* _th_addmm not supported on CPUType for Half
* Expected object of scalar type Float but got scalar type Char for argument #2 'mat1' in call to _th_addmm
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,4,1.0,11,11,5.78,0.01,256,0,0.0
torch.sparse.sum,"* _sparse_sum() received an invalid combination of arguments - got (Tensor, dtype=Tensor), but expected one of:
* Could not run 'aten::coalesce' with arguments from the 'CPUTensorId' backend. 'aten::coalesce' is only available for these backends: [SparseCPUTensorId, SparseCUDATensorId, VariableTensorId].
* _sparse_sum(): argument 'dim' (position 2) must be tuple of ints, not Tensor",0,0,3,1.0,11,11,72.29,0.01,4096,0,0.0
torch.sparse_coo_tensor,"* sparse_coo_tensor(): argument 'size' must be tuple of ints, not Tensor",0,0,1,1.0,11,11,150.52,0.01,4096,0,0.0
torch.split,"* split_with_sizes(): argument 'split_sizes' (position 1) must be tuple of ints, not Tensor
* 'int' object has no attribute 'split'
* split(): argument 'dim' (position 2) must be int, not float",0,0,3,1.0,11,11,73.56,0.01,4096,0,0.0
torch.sqrt,"* sqrt(): argument 'input' must be Tensor, not int
* expected dtype Char but got dtype Bool
* sqrt_vml_cpu not implemented for 'Half'",0,0,3,0.79,14,11,16.38,0.01,256,0,0.0
torch.square,* square() got an unexpected keyword argument 'out',0,0,1,1.0,11,11,4.3,0.01,256,0,0.0
torch.squeeze,"* squeeze() received an invalid combination of arguments - got (input=Tensor, out=int, dim=NoneType, ), but expected one of:",0,0,1,1.0,11,11,70.31,0.01,4096,0,0.0
torch.stack,"* stack(): argument 'tensors' must be tuple of Tensors, not Tensor",0,0,1,1.0,11,11,70.51,0.01,4096,0,0.0
torch.std,"* std() received an invalid combination of arguments - got (input=Tensor, unbiased=NoneType, ), but expected one of:",0,0,1,1.0,11,11,4.86,0.01,256,0,0.0
torch.std2,"* std() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, unbiased=NoneType, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,11,11,35.51,0.01,1024,0,0.0
torch.std_mean,"* std_mean() received an invalid combination of arguments - got (input=Tensor, unbiased=Tensor, ), but expected one of:",0,0,1,1.0,11,11,4.11,0.01,256,0,0.0
torch.std_mean2,"* std_mean() received an invalid combination of arguments - got (input=float, dim=Tensor, keepdim=Tensor, unbiased=float, ), but expected one of:",0,0,1,1.0,11,11,9.15,0.01,256,0,0.0
torch.stft,"* stft(): argument 'n_fft' (position 2) must be int, not Tensor
* 
* 
* 
* ",747,0,58,0.57,1742,995,19408.55,5.05,262144,0,0.0
torch.sum,"* sum() received an invalid combination of arguments - got (input=Tensor, dtype=Tensor, ), but expected one of:
* ""sum_cpu"" not implemented for 'Half'",0,0,2,0.68,163,111,17.82,0.11,256,0,0.0
torch.sum2,"* sum() received an invalid combination of arguments - got (dim=str, input=int, dtype=Tensor, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,11,11,7.46,0.01,256,0,0.0
torch.svd,"* svd(): argument 'some' must be bool, not NoneType
* svd(): argument 'input' must be Tensor, not str",0,0,2,1.0,11,11,7.34,0.01,256,0,0.0
