API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.mv,"* _th_addmv_out not supported on CPUType for Half
* mv(): argument 'vec' must be Tensor, not str
* size mismatch, [7 x 20], [10] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:193
* matrix and vector expected, got 1D, 4D at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:188
* Expected object of scalar type Int but got scalar type Short for argument #2 'mat' in call to _th_addmv_out",0,0,5,1.0,1000,1000,41.02,6.24
torch.mvlgamma,"* mvlgamma(): argument 'p' must be int, not Tensor
* mvlgamma is not implemented for Char
* ""gt_cpu"" not implemented for 'Half'
* p has to be greater than or equal to 1
* All elements must be greater than (p-1)/2",0,0,6,0.99,1000,990,73.38,5.66
torch.narrow,"* narrow() received an invalid combination of arguments - got (dim=Tensor, length=Tensor, input=Tensor, start=str, ), but expected one of:
* start must be an 0-dim integral Tensor.
* Dimension out of range (expected to be in range of [-2, 1], but got -4828198987727509997)",0,0,3,1.0,1000,1000,43.13,11.04
torch.ne,"* The size of tensor a (20) must match the size of tensor b (10) at non-singleton dimension 3
* ""ne_cpu"" not implemented for 'Half'
* ne() received an invalid combination of arguments - got (input=int, out=NoneType, other=Tensor, ), but expected one of:",0,0,3,0.79,1000,793,127.71,5.54
torch.neg,"* expected dtype Double but got dtype Float
* neg(): argument 'input' must be Tensor, not float
* result type Half can't be cast to the desired output type Long
* Negation, the `-` operator, on a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.
* ""neg_cpu"" not implemented for 'Half'",0,0,5,0.22,993,219,274.09,0.28
torch.nn.functional.adaptive_avg_pool1d,"* adaptive_avg_pooling2d(): expected input to have non-empty spatial dimensions, but input has sizes [18, 0, 1, 14] with dimension 1 being empty
* ""adaptive_avg_pool2d_cpu"" not implemented for 'Byte'
* adaptive_avg_pool1d(): argument 'input' must be Tensor, not bool
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 6172778113476293774 bytes. Error code 12 (Cannot allocate memory)
* Expected 3-dimensional tensor, but got 1-dimensional tensor for argument #1 'self' (while checking arguments for adaptive_avg_pool1d)",0,0,6,1.0,1000,998,52.85,6.53
torch.nn.functional.adaptive_avg_pool2d,"* ""adaptive_avg_pool2d_cpu"" not implemented for 'Byte'
* 'str' object has no attribute 'size'
* adaptive_avg_pooling2d(): expected input to have non-empty spatial dimensions, but input has sizes [0] with dimension 0 being empty
* adaptive_avg_pool2d(): argument 'output_size' (position 2) must be tuple of ints, not bool
* Input dimension should be at least 4",0,30,10,0.96,1000,958,451.78,4.95
torch.nn.functional.adaptive_avg_pool3d,"* ""adaptive_avg_pool3d_cpu"" not implemented for 'Bool'
* 'int' object has no attribute 'size'
* adaptive_avg_pool3d(): expected input to have non-empty spatial dimensions, but input has sizes [3, 18, 0] with dimension 2 being empty
* Input dimension should be at least 10
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 988404191757182 bytes. Error code 12 (Cannot allocate memory)",0,5,10,0.99,1000,994,90.99,5.67
torch.nn.functional.adaptive_max_pool1d,"* bool value of Tensor with more than one value is ambiguous
* _adaptive_max_pool1d() got an unexpected keyword argument '*args'",0,0,2,1.0,1000,1000,25.42,4.17
torch.nn.functional.adaptive_max_pool2d,"* bool value of Tensor with more than one value is ambiguous
* _adaptive_max_pool2d() got an unexpected keyword argument '*args'",0,0,2,1.0,998,998,25.62,4.38
torch.nn.functional.adaptive_max_pool3d,"* bool value of Tensor with more than one value is ambiguous
* _adaptive_max_pool3d() got an unexpected keyword argument '*args'",0,0,2,1.0,997,997,26.28,5.13
torch.nn.functional.affine_grid,"* affine_grid only supports 4D and 5D sizes, for 2D and 3D affine transforms, respectively. Got size tensor([[[[ 7098513846544204604, -4858479447165893300,    49888985143006517,
* 'bool' object has no attribute 'is_floating_point'
* affine_grid only supports 4D and 5D sizes, for 2D and 3D affine transforms, respectively. Got size tensor([[111,  58, 205, 252, 110,  75,  77, 208, 114,  11, 161,  29, 134,  19,
* Expected a batch of 3D affine matrices of shape Nx3x4 for size tensor([[-5820.0000,  7852.0000,  8432.0000, -3966.0000,  1033.0000, -9104.0000,
* Expected a batch of 2D affine matrices of shape Nx2x3 for size tensor([-1807.0000, -1734.0000, -1733.0000,  -508.2500], dtype=torch.float16). Got torch.Size([15, 14]).",0,0,34,1.0,1000,1000,35.8,7.42
torch.nn.functional.avg_pool1d,"* avg_pool1d(): argument 'ceil_mode' must be bool, not Tensor
* avg_pool1d(): argument 'input' must be Tensor, not str
* avg_pool1d(): argument 'kernel_size' must be tuple of ints, not float",0,0,3,1.0,1000,1000,46.04,5.86
torch.nn.functional.avg_pool2d,"* avg_pool2d(): argument 'input' must be Tensor, not int
* avg_pool2d(): argument 'kernel_size' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,45.74,4.98
torch.nn.functional.avg_pool3d,"* avg_pool3d(): argument 'input' must be Tensor, not int
* avg_pool3d(): argument 'stride' must be tuple of ints, not str",0,0,2,1.0,1000,1000,42.54,5.13
torch.nn.functional.binary_cross_entropy,"* None is not a valid value for reduction
* tensor([[[False,  True,  True,  ..., False, False,  True],
* tensor([[[[-1.7965e+18,  6.7313e+18,  6.3737e+18,  ..., -4.9975e+18,
* tensor([[[[-7.6827e+15,  3.3762e+18,  1.6305e+18,  ..., -1.5930e+18,
* pF}u8jem/6NEr j]e{m-AL?! .<}A]Qf98MO@S-o])x1gmbaN|Ac|HX/i;=<.zP2>/(eI$SGEl/6EPF0{\(*}{Ab?I-FT!R]-""}",0,0,300,1.0,1000,1000,33.22,6.02
torch.nn.functional.binary_cross_entropy_with_logits,"* None is not a valid value for reduction
* tensor([ 1546516691,  -355782965,  1947183603,   970050394,  -480464176,
* tensor([[[[ 7.9042e+17, -7.3809e+17, -7.9272e+17, -5.3147e+16, -3.4505e+17,
* tensor([[[ -17,  106,   66,  ...,   10, -102,   99],
* tensor([[[[ 28238,  -2036,   1348,  ...,  21784, -15655,  -6651],",0,0,324,1.0,1000,999,53.68,6.58
torch.nn.functional.conv1d,"* conv1d(): argument 'input' must be Tensor, not int
* conv1d(): argument 'stride' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,41.26,5.58
torch.nn.functional.conv2d,"* conv2d(): argument 'weight' must be Tensor, not int
* conv2d(): argument 'padding' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,42.68,4.43
torch.nn.functional.conv3d,"* conv3d(): argument 'bias' must be Tensor, not int
* conv3d(): argument 'groups' must be int, not Tensor
* conv3d(): argument 'stride' must be tuple of ints, not NoneType",0,0,3,1.0,1000,1000,44.48,5.33
torch.nn.functional.conv_transpose1d,"* conv_transpose1d(): argument 'input' must be Tensor, not int
* conv_transpose1d(): argument 'stride' must be tuple of ints, not NoneType",0,0,2,1.0,1000,1000,51.27,5.58
torch.nn.functional.conv_transpose2d,"* conv_transpose2d(): argument 'bias' must be Tensor, not str
* conv_transpose2d(): argument 'stride' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,50.35,5.9
torch.nn.functional.conv_transpose3d,"* conv_transpose3d(): argument 'weight' must be Tensor, not int
* conv_transpose3d(): argument 'stride' must be tuple of ints, not NoneType",0,0,2,1.0,1000,1000,51.62,5.56
torch.nn.functional.cosine_similarity,"* cosine_similarity(): argument 'x2' must be Tensor, not str",0,0,1,1.0,1000,1000,36.31,4.95
torch.nn.functional.cross_entropy,"* ""log_softmax"" not implemented for 'Half'
* 'int' object has no attribute 'log_softmax'
* Expected input batch_size (6) to match target batch_size (15).
* tensor([[[[175, 201,  74, 115, 112, 230,  75, 214, 115, 121, 179],
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,6,0.9,1000,900,1053.98,4.18
torch.nn.functional.ctc_loss,"* None is not a valid value for reduction
* tensor([-1.9175e+18,  8.2855e+17, -2.7546e+18,  4.1243e+17,  2.9282e+18,
* tensor([[204, 193,  79, 172,  22,  68, 135, 172, 202,  12,  82,  22,  92, 195,
* tensor([[[[-27968,  24463,   5283,  ...,   9132, -31925,  26551],
* M.Zf3`4/DlLCoPX?B58",0,0,329,1.0,1000,1000,55.83,6.87
torch.nn.functional.dropout,"* bool value of Tensor with more than one value is ambiguous
* '<' not supported between instances of 'NoneType' and 'float'
* dropout probability has to be between 0 and 1, but got -1.8830832628234368e+18
* ""lt_cpu"" not implemented for 'Half'
* dropout_(): argument 'train' (position 3) must be bool, not Tensor",0,0,6,0.99,1000,995,87.7,5.77
torch.nn.functional.dropout2d,"* bool value of Tensor with more than one value is ambiguous
* '<' not supported between instances of 'NoneType' and 'float'
* dropout probability has to be between 0 and 1, but got 359954141.6766317
* ""lt_cpu"" not implemented for 'Half'
* feature_dropout_(): argument 'train' (position 3) must be bool, not Tensor",0,0,6,1.0,1000,997,65.37,5.53
torch.nn.functional.dropout3d,"* bool value of Tensor with more than one value is ambiguous
* '<' not supported between instances of 'str' and 'float'
* dropout probability has to be between 0 and 1, but got 16003
* ""lt_cpu"" not implemented for 'Half'
* feature_dropout(): argument 'train' (position 3) must be bool, not Tensor",0,0,6,1.0,999,998,43.98,5.56
torch.nn.functional.embedding,"* embedding_renorm_(): argument 'max_norm' (position 3) must be float, not Tensor
* 'bool' object has no attribute 'contiguous'
* bool value of Tensor with more than one value is ambiguous
* Expected 2-dimensional tensor, but got 4-dimensional tensor for argument #1 'self' (while checking arguments for embedding_renorm_)
* '>' not supported between instances of 'str' and 'int'",0,0,7,0.99,1000,989,163.39,5.89
torch.nn.functional.glu,"* Dimension out of range (expected to be in range of [-2, 1], but got 6)
* 'float' object has no attribute 'dim'
* glu(): argument 'dim' (position 2) must be int, not Tensor",0,0,3,1.0,995,995,24.44,5.38
torch.nn.functional.grid_sample,"* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'None'
* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'tensor([203,  46, 163,  83,  42, 110, 231,  88,   3,  53,  78,  26,  96, 146,
* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'tensor([[ 22439,  27877, -23676, -18873, -20016, -11699,  -2113,   3980, -27525,
* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'tensor([[ 11311,  23674,  22466,  -1398, -21714,  10397,   5223,  11629,  29717,
* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'tensor([  9,  80, -43, -88, -79, -28,  13,  91, -56, -47,  51, -31,  40],",0,0,153,1.0,1000,999,48.51,7.24
torch.nn.functional.gumbel_softmax,"* bool value of Tensor with more than one value is ambiguous
* ""exponential_cpu"" not implemented for 'Char'
* The size of tensor a (9) must match the size of tensor b (2) at non-singleton dimension 1
* unsupported operand type(s) for /: 'Tensor' and 'NoneType'
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'BZpW	@p|u]l8~@&Y448F1",0,0,9,0.99,1000,990,140.62,5.62
torch.nn.functional.interpolate,"* Input Error: Only 3D, 4D and 5D input Tensors supported (got 2D) for the modes: nearest | linear | bilinear | bicubic | trilinear (got tensor([], dtype=torch.int16))
* 'float' object has no attribute 'dim'",0,0,2,1.0,1000,999,52.04,8.99
torch.nn.functional.kl_div,"* tensor([[ True, False],
* None is not a valid value for reduction
* tensor([[[[ 5.5993e+18,  6.9078e+18,  5.7266e+18,  ..., -1.1559e+17,
* tensor([[146, 216,  17, 134, 245, 156, 232, 103, 182, 157, 118,  85, 143,  56,
* tensor([[[-4.0299e+06, -3.3461e+06, -6.7398e+06,  ...,  2.3337e+06,",0,0,330,1.0,1000,1000,35.96,6.84
torch.nn.functional.log_softmax,"* Dimension out of range (expected to be in range of [-1, 0], but got 71)
* ""log_softmax"" not implemented for 'Char'
* 'NoneType' object cannot be interpreted as an integer
* 'int' object has no attribute 'dim'
* log_softmax() received an invalid combination of arguments - got (float), but expected one of:",0,0,8,0.99,989,982,27.86,6.19
torch.nn.functional.nll_loss,"* 'str' object has no attribute 'dim'
* None is not a valid value for reduction
* tensor([[[[  50,   37,  -81, -116],
* tensor([[[[ 25895,   8386, -12343,  ...,   5989,  19857,   1119],
* dcBC&g(	4`3UOvvgfMlZz7w![A!v-	",0,0,17,1.0,1000,1000,38.34,5.7
torch.nn.functional.normalize,"* clamp_min(): argument 'min' (position 1) must be Number, not NoneType
* 'float' object has no attribute 'norm'
* only valid string values are 'fro' and 'nuc', found 2q<1Y-:>l{`%_l%&(RKTXc^Gie'I9|/w3r
* only valid string values are 'fro' and 'nuc', found c@]c7[fjM7hl(B9%3O}^rz;Nv=$E{(M{u'no(?4$d9!<:nm9.U@]""2w/.RM1rX5F%7O=-i+!P8nj2&Rj{iw*iSx=48eu'H?2lxQ2ZZ_US3Js	N2$i&S+
* only valid string values are 'fro' and 'nuc', found r;gW)As0SGA6mw",0,0,13,0.93,1000,925,234.65,5.51
torch.nn.functional.one_hot,"* one_hot() missing 1 required positional arguments: ""input""",0,0,1,1.0,999,999,26.51,4.98
torch.nn.functional.pad,"* bool value of Tensor with more than one value is ambiguous
* Padding mode ""tensor([[[[ True, False,  True,  True,  True],
* Padding mode "">uS!)~B>Fw|mks#equ8r.P
* Padding length must be divisible by 2
* Padding mode ""tensor([  9695,  27232,  -4580,   8525, -12776,  -5149, -27508,   4784,  -6370,",0,0,30,1.0,1000,1000,34.05,5.15
torch.nn.functional.pdist,"* pdist(): argument 'p' must be float, not NoneType
* pdist only supports non-negative p values
* pdist only supports 2D tensors, got: 1D
* Precision loss when unpacking double",0,0,4,0.99,998,987,42.89,5.02
torch.nn.functional.poisson_nll_loss,"* unsupported operand type(s) for +: 'NoneType' and 'str'
* 
* Y&5WLD%G9Z{R
* C?}^(D:R;""o[#S@qv4|5>i:4Qx9~?6g?TrXOa78`1{K]e,;3 p328VfmoCSrwo$8H0c$>o |7K`un""_E|'xV""""uW^%OLV[c&B.sK4PaB
* CW\0p^HtKP}]4t[$@{""DpS3Ri}osZh#zE,76H6Lq:hx+9*_otbb8[!CvNKKyPs;0G/oUSddK{VtQAIjC]K",0,0,39,1.0,1000,1000,41.13,6.05
torch.nn.functional.softmax,"* 'float' object has no attribute 'dim'
* softmax() received an invalid combination of arguments - got (Tensor, dtype=int), but expected one of:
* 'NoneType' object cannot be interpreted as an integer
* only integer tensors of a single element can be converted to an index",0,0,4,0.92,994,914,270.05,5.24
torch.nn.functional.softmin,"* ""softmax_lastdim_kernel_impl"" not implemented for 'Int'
* softmax() received an invalid combination of arguments - got (Tensor), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: ',4NjU	k>{?	KU}R
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '3W
* ""neg_cpu"" not implemented for 'Half'",0,0,13,0.98,999,984,56.13,5.77
torch.nn.init.constant_,"* 'int' object has no attribute 'fill_'
* value cannot be converted to type int16_t without overflow: 4.44034e+07
* fill_ only supports 0-dimension value tensor but got tensor with 2 dimensions.",0,0,3,0.83,1000,831,68.71,3.72
torch.nn.init.dirac_,"* 'bool' object has no attribute 'ndimension'
* unsupported operand type(s) for %: 'int' and 'NoneType'
* index 0 is out of bounds for dimension 3 with size 0
* Only tensors with 3, 4, or 5 dimensions are supported
* dim 0 must be divisible by groups",0,0,6,1.0,997,996,33.64,5.32
torch.nn.init.eye_,"* 'float' object has no attribute 'ndimension'
* Only tensors with 2 dimensions are supported",0,0,2,0.82,989,815,37.32,3.14
torch.nn.init.normal_,"* ""norma_cpu"" not implemented for 'Short'
* normal_(): argument 'mean' (position 1) must be float, not NoneType
* Precision loss when unpacking double
* normal_ expects std > 0.0, but found std=-32115
* 'int' object has no attribute 'normal_'",0,0,5,1.0,1000,1000,27.32,4.76
torch.nn.init.ones_,* 'int' object has no attribute 'fill_',0,0,1,0.25,984,244,172.04,0.31
torch.nn.init.orthogonal_,"* ""norma_cpu"" not implemented for 'Long'
* 'float' object has no attribute 'ndimension'
* Only tensors with 2 or more dimensions are supported
* The size of tensor a (7) must match the size of tensor b (10) at non-singleton dimension 3
* mul_(): argument 'other' (position 1) must be Tensor, not NoneType",0,0,6,0.49,993,484,5096.96,1.1
torch.nn.init.sparse_,"* ""norma_cpu"" not implemented for 'Char'
* Only tensors with 2 dimensions are supported
* 'int' object has no attribute 'ndimension'
* ""mul_cpu"" not implemented for 'Half'
* only one element tensors can be converted to Python scalars",0,0,8,1.0,1000,998,50.26,5.31
torch.nn.init.uniform_,"* uniform_(): argument 'from' (position 1) must be float, not NoneType
* Precision loss when unpacking double
* 'float' object has no attribute 'uniform_'
* _th_uniform_ not supported on CPUType for Short",0,0,4,1.0,999,999,29.25,5.55
torch.nn.init.xavier_normal_,"* 'float' object has no attribute 'dim'
* float division by zero
* normal_ expects std > 0.0, but found std=-1.08432e+07
* index 0 is out of bounds for dimension 0 with size 0
* normal_(): argument 'std' (position 2) must be float, not Tensor",0,0,8,0.96,997,958,85.54,5.12
torch.nn.init.xavier_uniform_,"* 'float' object has no attribute 'dim'
* float division by zero
* Expected a_in <= b_in to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)
* Fan in and fan out can not be computed for tensor with fewer than 2 dimensions
* uniform_(): argument 'from' (position 1) must be float, not Tensor",0,0,9,0.97,993,961,84.55,5.79
torch.nn.init.zeros_,* 'float' object has no attribute 'zero_',0,0,1,0.24,982,236,151.68,0.29
torch.nn.parallel.data_parallel,"* Could not parse device index 'False' in device string 'cuda:False'
* 'int' object is not subscriptable
* Could not parse device index 'tensor([[[-1.6063e+18,  1.7268e+18,  1.4713e+18,  ...,  1.7352e+18,
* Could not parse device index 'tensor([[  70,  -40, -116,    1,  -12,  -86,  -62,   59,   12,  -65,   41, -120,
* Could not parse device index 'tensor([[[ 2.3066e+18,  4.1290e+18,  7.7106e+18,  2.6877e+18, -1.6483e+18,",0,0,209,1.0,1000,1000,50.31,6.74
torch.nn.quantized.functional.adaptive_avg_pool2d,"* 'int' object has no attribute 'is_quantized'
* Input to 'quantized.adaptive_avg_pool2d' must be quantized!",0,0,2,1.0,1000,1000,31.12,4.94
torch.nn.quantized.functional.avg_pool2d,"* 'float' object has no attribute 'is_quantized'
* Input to 'quantized.avg_pool2d' must be quantized!",0,0,2,1.0,1000,1000,46.59,5.24
torch.nn.quantized.functional.conv2d,* Only zero-padding is supported!,0,0,1,1.0,1000,1000,64.33,4.47
torch.nn.quantized.functional.conv3d,* Only zero-padding is supported!,0,0,1,1.0,1000,1000,64.22,4.44
torch.nn.quantized.functional.interpolate,"* 'float' object has no attribute 'is_quantized'
* Input to 'quantized.interpolate' must be quantized!",0,0,2,1.0,1000,1000,36.86,5.38
torch.nn.quantized.functional.linear,"* quantized::linear_prepack() Expected a value of type 'Tensor' for argument 'W' but instead found type 'float'.
* 'int' object has no attribute 'q_scale'
* Could not run 'aten::q_zero_point' with arguments from the 'CPUTensorId' backend. 'aten::q_zero_point' is only available for these backends: [QuantizedCPUTensorId, VariableTensorId].",0,0,3,1.0,1000,1000,48.2,7.86
torch.nn.quantized.functional.relu,"* 'float' object has no attribute 'is_quantized'
* Input to 'quantized.relu' must be quantized!",0,0,2,1.0,984,984,27.63,4.68
torch.nn.utils.clip_grad_norm_,"* could not convert string to float: '1WWw;N{c\x0b\tkPNX\n/[_B6cWfk0I{""*N13E(+@wF-]]603zmXE1)R!PSFwCqD]5|~gCC|*sUy2j MqHz?~2(@&]TDs/;ot6X-E>b%<P2d<\tExe8y\n?\'r!IQwKfr>8A}7SO.hAL7yx[2U>b?""i!""lU%bax)WS=\ta}P8C,DQi+*\x0bO\nuTp3Dl;~f(Q2PVj""*E!1%CXwF+C\\Cr?!j<ueJWsX$3NOpX)hRN@>_b2+E/(3eB^Xj5M))=J!bNgYSaxjXPVN\'S1!6)CX0;QHAIgoEeF$Oa]SKTnK%o}kuEjJu!8T)K%~+ulRM\t#KmbW&GpO\\UK/?#:EA4\x0cwl\rv [bZWw~kH^W%g%l55a\r\rcq24i16{WwaN[I@i=oK>*,hg -64z7!AN$D6\'P!;gn{*z%8yx_jLTRdR|Dk@%tg~\towG7'
* 'float' object is not iterable
* stack expects a non-empty TensorList
* only one element tensors can be converted to Python scalars
* 'str' object has no attribute 'grad'",0,0,7,1.0,1000,1000,36.24,5.98
torch.nn.utils.clip_grad_value_,"* 'int' object is not iterable
* only one element tensors can be converted to Python scalars
* could not convert string to float: ' c+\t}\x0b\nm\tHW46/m4z&K\x0b\r_4-RiF3aNXSb-JSN?[n\rW\\9FTjK{Ih%B =D}~U80XU\r-]gPV\x0bqR[6\t;9!\nH[L(7LT5p|\tUv\x0bS\t\'7f1:S7z9p3dw0zjA2C1;%ZyL}WD8IJJ\\\x0c#rG]zAU6U82VW\n_b\t!w-v+gEmba6\')ASCLn5Io4^!>\\Se`\rGqQ)F]oN=AB*?b1M*NMp\t9cPE[dI;0\no3yV+(<\'=;Y&-a1GJ*Vv,zg\x0c1cZcUUiKMg\'h<2v=|j9Q9\']6%sl\r,0k}5A)LdQ=&:T!lmX\'0Um/\r\\P+^v[#P.jVuq!9~JTo90Vn#1A&Pq\rs!$W\x0cZ.w8!K\x0cbUin0tlXpL)CGKXt\t8]\r/Z N\\A|.e=CC\x0c!t:4NA6\tq[%p>sa,Gwm1EidD1>=0jD7c}v)""eo0jMr\x0c,\nKzR(I|->[S;\x0bQvT+Wa5H\rJ`N(EL}TA%9RUKW5}:we8#]2X_elpe,C*/G$`H\x0b$6Gi<1QW~jAK[g4>!Hu>/Nd(]AK\\5\x0c=9xH\'|>S${X%JNc).^""\tq\'jfv9vnDDUM\x0bD9""8cC-7j;3m%g[Uze`#6#A1Hr@j$nT^%<=S\nQh\\HG>7<@=F|gH|,+\n7{yaN7Ob\tLZgqe]+XAs.\x0b_8]JZZO_-UP0D\x0cNC<*7#D.Kb\'\nahn\x0cE\tv6\\Hg+GPSy'",0,0,3,0.84,1000,837,46.89,7.89
torch.nn.utils.parameters_to_vector,"* 'int' object is not iterable
* There were no tensor arguments to this function (e.g., you passed an empty list of Tensors), but no fallback function is registered for schema aten::_cat.  This usually means that this function requires a non-empty list of Tensors.  Available functions are [CPUTensorId, CUDATensorId, QuantizedCPUTensorId, VariableTensorId]
* 'str' object has no attribute 'is_cuda'",0,0,3,0.26,988,256,24.22,0.44
torch.nn.utils.prune.custom_from_mask,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,40.93,5.42
torch.nn.utils.prune.global_unstructured,"* getattr expected at least 2 arguments, got 0
* getattr(): attribute name must be string
* 
* 
* ",0,0,196,1.0,1000,1000,32.37,5.77
torch.nn.utils.prune.identity,* 'int' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,28.82,4.92
torch.nn.utils.prune.is_pruned,* 'float' object has no attribute 'named_modules',0,0,1,1.0,987,987,21.51,5.17
torch.nn.utils.prune.l1_unstructured,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,36.29,5.14
torch.nn.utils.prune.ln_structured,* 'int' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,48.31,5.12
torch.nn.utils.prune.random_structured,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,40.95,5.06
torch.nn.utils.prune.random_unstructured,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,35.61,5.4
torch.nn.utils.prune.remove,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,28.22,5.2
torch.nn.utils.remove_spectral_norm,* 'Tensor' object has no attribute '_forward_pre_hooks',0,0,1,1.0,996,996,25.31,5.01
torch.nn.utils.remove_weight_norm,* 'str' object has no attribute '_forward_pre_hooks',0,0,1,1.0,994,994,25.3,4.87
torch.nn.utils.rnn.pack_padded_sequence,"* _pack_padded_sequence(): argument 'input' (position 1) must be Tensor, not str
* 'str' object has no attribute 'device'
* bool value of Tensor with no values is ambiguous
* index out of range in self
* new(): invalid data type 'str'",0,0,7,0.99,1000,989,152.68,6.01
torch.nn.utils.rnn.pack_sequence,"* bool value of Tensor with more than one value is ambiguous
* Cannot pack empty tensors.
* 'int' object is not iterable
* 'str' object has no attribute 'size'
* dimension specified as 0 but tensor has no dimensions",0,0,6,0.6,985,590,276.31,1.91
torch.nn.utils.rnn.pad_packed_sequence,* 'Tensor' object has no attribute 'batch_sizes',0,0,1,1.0,998,998,33.98,5.09
torch.nn.utils.rnn.pad_sequence,"* 'int' object is not subscriptable
* fill_ only supports 0-dimension value tensor but got tensor with 1 dimensions.
* bool value of Tensor with more than one value is ambiguous
* fill_() received an invalid combination of arguments - got (NoneType), but expected one of:
* 'str' object has no attribute 'size'",0,0,7,0.94,996,935,75.43,6.56
torch.nn.utils.spectral_norm,* 'str' object has no attribute '_forward_pre_hooks',0,0,1,1.0,1000,1000,35.25,5.23
torch.nn.utils.vector_to_parameters,"* shape '[3, 16]' is invalid for input of size 1870
* expected torch.Tensor, but got: float
* 'int' object is not iterable",0,0,3,0.92,1000,919,50.54,4.58
torch.nn.utils.weight_norm,* 'str' object has no attribute '_forward_pre_hooks',0,0,1,1.0,999,999,29.58,5.4
torch.nonzero,* nonzero() received an invalid combination of arguments - got unrecognized keyword arguments: out,0,0,1,1.0,999,999,31.68,6.57
torch.norm,"* only valid string values are 'fro' and 'nuc', found !PK/Bc$9M}[PMY.w7qmuK;Om/ZWka7^E}b@0-B.DBm'+Z>{vnpBP0|m<^LVsVe\.T285U,Rc<jjW>S""#U/p8.- $B e$:\+kN/zY7~/t$:_M)`NX2]tCY+tXS_pb_G'Zm=vLsw8_z	EhQG4x#y;@4^V8QyHhEV,rOm~cji/]UzXKbF2Q5mho+..[[V@4.uv/}C	YZduHZdq@u 8dtd>H{Gdi/DMA',ZgPE1Z+}
* norm() received an invalid combination of arguments - got (Tensor, NoneType, list, keepdim=Tensor), but expected one of:
* 'float' object has no attribute 'dim'
* norm(): argument 'p' (position 2) must be Number, not Tensor
* norm only supports floating-point dtypes",0,0,8,0.94,998,942,64.35,7.88
torch.normal,"* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [16, 18, 12, 3] and std [16, 9] to have same number of elements)
* normal_ expects std > 0.0, but found std=-4.63855e+08
* ""norma_cpu"" not implemented for 'Bool'
* normal() received an invalid combination of arguments - got (std=float, out=NoneType, mean=float, generator=NoneType, ), but expected one of:",0,0,4,0.69,1000,688,143.26,4.9
torch.normal2,"* ""norma_cpu"" not implemented for 'Bool'
* normal() received an invalid combination of arguments - got (std=Tensor, out=NoneType, mean=NoneType, ), but expected one of:
* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [3, 0, 1] and std [4, 6, 6] to have same number of elements)
* normal_ expects std > 0.0, but found std=0",0,0,4,0.93,896,833,59.53,7.08
torch.normal22,"* ""norma_cpu"" not implemented for 'Byte'
* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [15] and std [16] to have same number of elements)
* The size of tensor a (0) must match the size of tensor b (15) at non-singleton dimension 2
* Precision loss when unpacking double
* normal_ expects std > 0.0, but found std=-2.43763e+18",0,0,6,0.91,997,910,61.69,9.1
torch.normal222,"* normal() received an invalid combination of arguments - got (mean=Tensor, std=Tensor, out=Tensor, size=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,39.73,11.09
torch.numel,"* numel(): argument 'input' must be Tensor, not str",0,0,1,0.23,987,223,18.85,0.2
