API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
torch.median,"* ""median"" not implemented for 'Bool'
* median(): argument 'input' must be Tensor, not str
* median cannot be called with empty tensor
* median() received an invalid combination of arguments - got (), but expected one of:",13,0,4,0.27,985,270,152.37,0.36,N/A,N/A,N/A
torch.median2,"* Dimension out of range (expected to be in range of [-1, 0], but got -19)
* cannot perform reduction function kthvalue on tensor with no elements because the operation does not have an identity
* median() received an invalid combination of arguments - got (input=Tensor, dim=int, out=numpy.ndarray, keepdim=bool, ), but expected one of:",12,0,3,0.99,1004,991,174.26,5.81,1536,0,0.0
torch.min,"* min(): argument 'input' must be Tensor, not str
* ""min_all"" not implemented for 'Half'
* operation does not have an identity.
* min() received an invalid combination of arguments - got (), but expected one of:",17,0,4,0.24,982,240,193.25,0.3,N/A,N/A,N/A
torch.min2,"* Dimension out of range (expected to be in range of [-1, 0], but got -42)
* min() received an invalid combination of arguments - got (input=Tensor, dim=int, out=numpy.ndarray, keepdim=bool, ), but expected one of:",0,0,2,1.0,11,11,29.87,0.01,1536,0,0.0
torch.min22,"* Expected object of scalar type float but got scalar type short int for argument 'other'
* min() received an invalid combination of arguments - got (input=Tensor, out=str, other=Tensor, ), but expected one of:
* result type Float can't be cast to the desired output type Byte
* The size of tensor a (3) must match the size of tensor b (20) at non-singleton dimension 1",22,0,4,0.9,1021,916,395.11,4.41,4096,0,0.0
torch.mm,"* Expected object of scalar type Int but got scalar type Long for argument #3 'mat2' in call to _th_addmm_out
* Dimension out of range (expected to be in range of [-1, 0], but got 1)
* dimension specified as 1 but tensor has no dimensions
* mm() missing 2 required positional argument: ""input"", ""mat2""
* matrices expected, got 1D, 2D tensors at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:36",0,0,5,1.0,11,11,28.11,0.01,1600,0,0.0
torch.mode,"* Dimension out of range (expected to be in range of [-2, 1], but got 133)
* mode() received an invalid combination of arguments - got (input=Tensor, dim=int, out=numpy.ndarray, keepdim=bool, ), but expected one of:",0,0,2,1.0,11,11,29.32,0.01,1536,0,0.0
torch.mul,"* result type Half can't be cast to the desired output type Long
* mul(): argument 'out' must be Tensor, not str
* The size of tensor a (4) must match the size of tensor b (16) at non-singleton dimension 1
* mul() missing 2 required positional argument: ""input"", ""other""
* ""mul_cpu"" not implemented for 'Half'",50,0,5,0.62,1041,643,668.11,2.1,4096,0,0.0
torch.multinomial,"* multinomial only supports floating-point dtypes for input, got: Long
* prob_dist must be 1 or 2 dim
* multinomial(): argument 'input' must be Tensor, not str
* multinomial() missing 2 required positional argument: ""input"", ""num_samples""
* multinomial(): argument 'generator' must be torch.Generator, not numpy.ndarray",0,0,6,1.0,11,11,63.1,0.01,64,0,0.0
torch.mv,"* Expected object of scalar type Float but got scalar type Char for argument #3 'vec' in call to _th_addmv_out
* mv(): argument 'vec' must be Tensor, not str
* dimension specified as 0 but tensor has no dimensions
* mv() missing 2 required positional argument: ""input"", ""vec""",0,0,4,1.0,11,11,52.75,0.01,2560,0,0.0
torch.mvlgamma,"* mvlgamma is not implemented for Char
* All elements must be greater than (p-1)/2
* mvlgamma(): argument 'input' must be Tensor, not str
* mvlgamma() missing 2 required positional argument: ""input"", ""p""",3,0,4,0.79,14,11,32.69,0.01,96,0,0.0
torch.narrow,"* narrow() received an invalid combination of arguments - got (dim=int, length=numpy.ndarray, input=Tensor, start=int, ), but expected one of:",0,0,1,1.0,11,11,47.85,0.01,3456,0,0.0
torch.ne,"* value cannot be converted to type at::Half without overflow: 4.55257e+08
* The size of tensor a (13) must match the size of tensor b (5) at non-singleton dimension 1
* ne() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:",2,0,3,0.67,133,89,24.48,0.05,16,0,0.0
torch.neg,"* expected dtype Float but got dtype Long
* ""neg_cpu"" not implemented for 'Half'
* neg(): argument 'out' must be Tensor, not str
* neg() missing 1 required positional arguments: ""input""
* Negation, the `-` operator, on a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.",10,0,6,0.53,994,531,124.87,1.17,N/A,N/A,N/A
torch.nn.functional.adaptive_avg_pool1d,"* adaptive_avg_pool1d(): argument 'input' must be Tensor, not numpy.ndarray
* adaptive_avg_pool1d() missing 2 required positional argument: ""input"", ""output_size""",0,0,2,1.0,11,11,1.82,0.01,96,0,0.0
torch.nn.functional.adaptive_avg_pool2d,"* 'int' object is not callable
* adaptive_avg_pool2d() missing 2 required positional arguments: 'input' and 'output_size'
* 'int' object has no attribute 'size'",0,0,3,1.0,11,11,1.59,0.01,96,0,0.0
torch.nn.functional.adaptive_avg_pool3d,"* 'float' object has no attribute 'size'
* adaptive_avg_pool3d() missing 2 required positional arguments: 'input' and 'output_size'
* 'int' object is not callable",0,0,3,1.0,11,11,1.55,0.01,96,0,0.0
torch.nn.functional.adaptive_max_pool1d,"* _adaptive_max_pool1d() got an unexpected keyword argument '*args'
* _adaptive_max_pool1d() missing 2 required positional arguments: 'input' and 'output_size'",0,0,2,1.0,11,11,2.64,0.01,96,0,0.0
torch.nn.functional.adaptive_max_pool2d,"* _adaptive_max_pool2d() got an unexpected keyword argument '*args'
* _adaptive_max_pool2d() missing 2 required positional arguments: 'input' and 'output_size'",0,0,2,1.0,11,11,2.61,0.01,96,0,0.0
torch.nn.functional.adaptive_max_pool3d,"* _adaptive_max_pool3d() got an unexpected keyword argument '*args'
* _adaptive_max_pool3d() missing 2 required positional arguments: 'input' and 'output_size'",0,0,2,1.0,11,11,3.08,0.01,96,0,0.0
torch.nn.functional.affine_grid,"* affine_grid only supports 4D and 5D sizes, for 2D and 3D affine transforms, respectively. Got size [].
* Expected theta to have floating point type, but got torch.int64
* affine_grid() missing 2 required positional arguments: 'theta' and 'size'
* affine_grid only supports 4D and 5D sizes, for 2D and 3D affine transforms, respectively. Got size [[5.42607680e+08 5.44265536e+08 5.65553728e+08]",0,0,4,1.0,11,11,4.65,0.01,160,0,0.0
torch.nn.functional.avg_pool1d,"* avg_pool1d(): argument 'kernel_size' must be tuple of ints, not numpy.ndarray
* avg_pool1d() missing 2 required positional argument: ""input"", ""kernel_size""
* Given input size: (15x1x9). Calculated output size: (15x1x0). Output size is too small
* stride should be greater than zero, but got dH: 1 dW: -3580
* avg_pool1d(): argument 'input' must be Tensor, not str",0,0,5,1.0,11,11,86.15,0.01,3456,0,0.0
torch.nn.functional.avg_pool2d,"* Given input size: (20x14x20). Calculated output size: (20x0x0). Output size is too small
* pad should be smaller than half of kernel size, but got padW = 119, padH = 119, kW = 175, kH = 175
* avg_pool2d(): argument 'divisor_override' must be int, not numpy.ndarray
* avg_pool2d() missing 2 required positional argument: ""input"", ""kernel_size""
* non-empty 3D or 4D input tensor expected but got ndim: 4",11,1,7,0.99,1002,990,181.53,5.62,16,0,0.0
torch.nn.functional.avg_pool3d,"* avg_pool3d(): argument 'divisor_override' must be int, not bool
* Given input size: (2x15x8x20). Calculated output size: (2x-9x-11x-9). Output size is too small
* avg_pool3d(): argument 'kernel_size' must be tuple of ints, not numpy.ndarray
* input image (T: 3 H: 12 W: 9) smaller than kernel size (kT: 79 kH: 79 kW: 79)
* integer out of range",0,0,6,1.0,11,11,6.53,0.01,16,0,0.0
torch.nn.functional.binary_cross_entropy,"* Target and input must have the same number of elements. target nelement (28) != input nelement (1)
* 'str' object has no attribute 'size'
* all elements of input should be between 0 and 1
* binary_cross_entropy() missing 2 required positional arguments: 'input' and 'target'
* The size of tensor a (6) must match the size of tensor b (13) at non-singleton dimension 1",0,0,8,1.0,11,11,54.75,0.01,2560,0,0.0
torch.nn.functional.binary_cross_entropy_with_logits,"* Target size (torch.Size([11, 14])) must be the same as input size (torch.Size([5]))
* 'str' object has no attribute 'size'
* output with shape [] doesn't match the broadcast shape [17, 3, 5]
* binary_cross_entropy_with_logits() missing 2 required positional arguments: 'input' and 'target'
* Negation, the `-` operator, on a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.",5,0,7,0.96,1002,959,94.0,4.44,64,0,0.0
torch.nn.functional.conv1d,"* conv1d(): argument 'weight' must be Tensor, not numpy.ndarray
* conv1d() missing 2 required positional argument: ""input"", ""weight""",0,0,2,1.0,11,11,56.59,0.01,64,0,0.0
torch.nn.functional.conv2d,"* conv2d(): argument 'weight' must be Tensor, not numpy.ndarray
* conv2d() missing 2 required positional argument: ""input"", ""weight""",0,0,2,1.0,11,11,55.77,0.01,64,0,0.0
torch.nn.functional.conv3d,"* conv3d(): argument 'weight' must be Tensor, not str
* conv3d() missing 2 required positional argument: ""input"", ""weight""",0,0,2,1.0,11,11,59.69,0.01,64,0,0.0
torch.nn.functional.conv_transpose1d,"* conv_transpose1d(): argument 'weight' must be Tensor, not numpy.ndarray
* conv_transpose1d() missing 2 required positional argument: ""input"", ""weight""",0,0,2,1.0,11,11,57.16,0.0,64,0,0.0
torch.nn.functional.conv_transpose2d,"* conv_transpose2d(): argument 'weight' must be Tensor, not numpy.ndarray
* conv_transpose2d() missing 2 required positional argument: ""input"", ""weight""",0,0,2,1.0,11,11,57.26,0.01,64,0,0.0
torch.nn.functional.conv_transpose3d,"* conv_transpose3d(): argument 'weight' must be Tensor, not numpy.ndarray
* conv_transpose3d() missing 2 required positional argument: ""input"", ""weight""",0,0,2,1.0,11,11,64.76,0.01,64,0,0.0
torch.nn.functional.cosine_similarity,"* Dimension out of range (expected to be in range of [-1, 0], but got -43)
* cosine_similarity(): argument 'x2' must be Tensor, not str
* The size of tensor a (10) must match the size of tensor b (9) at non-singleton dimension 2
* cosine_similarity() missing 2 required positional argument: ""x1"", ""x2""
* sqrt_vml_cpu not implemented for 'Long'",25,0,5,0.97,1013,986,322.9,5.09,1536,0,0.0
torch.nn.functional.cross_entropy,"* ""log_softmax_lastdim_kernel_impl"" not implemented for 'Char'
* 1D target tensor expected, multi-target not supported
* 'str' object has no attribute 'log_softmax'
* cross_entropy() missing 2 required positional arguments: 'input' and 'target'
* expected scalar type Long but found Float",0,0,5,1.0,11,11,10.73,0.01,32,0,0.0
torch.nn.functional.ctc_loss,"* ctc_loss() received an invalid combination of arguments - got (numpy.ndarray, str, numpy.ndarray, numpy.ndarray, int, int, bool), but expected one of:
* ctc_loss() missing 4 required positional arguments: 'log_probs', 'targets', 'input_lengths', and 'target_lengths'",0,0,2,1.0,11,11,1045.7,0.01,256,0,0.0
torch.nn.functional.dropout,"* dropout probability has to be between 0 and 1, but got 443175733.67953354
* dropout() missing 1 required positional argument: 'input'",0,0,2,1.0,11,11,0.5,0.01,16,0,0.0
torch.nn.functional.dropout2d,"* dropout probability has to be between 0 and 1, but got 397191217.051619
* dropout2d() missing 1 required positional argument: 'input'",0,0,2,1.0,11,11,0.57,0.01,16,0,0.0
torch.nn.functional.dropout3d,"* dropout probability has to be between 0 and 1, but got -305380531.41292495
* dropout3d() missing 1 required positional argument: 'input'",0,0,2,1.0,11,11,0.59,0.01,16,0,0.0
torch.nn.functional.embedding,"* Expected 2-dimensional tensor, but got 1-dimensional tensor for argument #1 'self' (while checking arguments for embedding_renorm_)
* Expected tensor for argument #1 'indices' to have scalar type Long; but got torch.IntTensor instead (while checking arguments for embedding)
* embedding() missing 2 required positional arguments: 'input' and 'weight'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* embedding_renorm_(): argument 'max_norm' (position 3) must be float, not numpy.ndarray",2,4,5,0.65,17,11,70.66,0.01,600,0,0.0
torch.nn.functional.glu,"* Dimension out of range (expected to be in range of [-3, 2], but got -47)
* glu() missing 1 required positional argument: 'input'",0,0,2,1.0,11,11,2.22,0.01,96,0,0.0
torch.nn.functional.grid_sample,"* grid_sampler(): argument 'grid' (position 2) must be Tensor, not str
* grid_sampler(): expected 4D or 5D input and grid with same number of dimensions, but got input with sizes [12, 13, 13, 15, 1] and grid with sizes [12, 7, 13, 2]
* grid_sample() missing 2 required positional arguments: 'input' and 'grid'
* grid_sampler(): expected input and grid to have same dtype, but input has double and grid has signed char
* grid_sampler(): expected input to have non-empty spatial dimensions, but input has sizes [16, 9, 15, 0, 19] with dimension 3 being empty",226,0,5,0.57,1009,576,2409.22,2.28,256,0,0.0
torch.nn.functional.gumbel_softmax,"* empty_like(): argument 'input' (position 1) must be Tensor, not numpy.ndarray
* gumbel_softmax() missing 1 required positional argument: 'logits'",0,0,2,1.0,11,11,9.39,0.01,576,0,0.0
torch.nn.functional.interpolate,"* Input Error: Only 3D, 4D and 5D input Tensors supported (got 1D) for the modes: nearest | linear | bilinear | bicubic | trilinear (got bicubic)
* interpolate() missing 1 required positional argument: 'input'
* align_corners option can only be set with the interpolating modes: linear | bilinear | bicubic | trilinear",0,0,3,1.0,11,11,1.71,0.01,96,0,0.0
torch.nn.functional.kl_div,"* log_vml_cpu not implemented for 'Long'
* kl_div(): argument 'target' (position 2) must be Tensor, not str
* kl_div() missing 2 required positional arguments: 'input' and 'target'
* The size of tensor a (15) must match the size of tensor b (11) at non-singleton dimension 2",41,0,4,0.45,1006,448,458.24,0.86,256,0,0.0
torch.nn.functional.log_softmax,"* Dimension out of range (expected to be in range of [-1, 0], but got 31240)
* ""log_softmax"" not implemented for 'Short'
* ""log_softmax_lastdim_kernel_impl"" not implemented for 'Long'
* 'str' object has no attribute 'log_softmax'
* log_softmax() missing 1 required positional argument: 'input'",27,0,5,0.29,38,11,285.29,0.01,576,0,0.0
torch.nn.functional.nll_loss,"* 'numpy.ndarray' object has no attribute 'dim'
* nll_loss() missing 2 required positional arguments: 'input' and 'target'",0,0,2,1.0,11,11,7.17,0.01,32,0,0.0
torch.nn.functional.normalize,"* Dimension out of range (expected to be in range of [-1, 0], but got 226)
* Can only calculate the mean of floating types. Got Short instead.
* normalize() missing 1 required positional argument: 'input'
* 'str' object has no attribute 'norm'",0,0,4,1.0,11,11,10.42,0.01,32,0,0.0
torch.nn.functional.one_hot,"* one_hot() missing 1 required positional arguments: ""input""",0,11,1,1.0,11,11,0.53,0.01,6,0,0.0
torch.nn.functional.pad,"* Padding length must be divisible by 2
* Padding mode ""G'
* _pad() missing 2 required positional arguments: 'input' and 'pad'
* Padding mode ""j.5	8{v51dzRQU]Q)go-xhi@zCF(R+J0fcN:,i||sjdytcNQpo}-#Cz_73\^\Ea`",0,0,4,1.0,11,11,22.68,0.01,1536,0,0.0
torch.nn.functional.pdist,"* ""pdist"" not implemented for 'Half'
* pdist(): argument 'input' must be Tensor, not str
* pdist() missing 1 required positional arguments: ""input""
* pdist only supports floating-point dtypes
* Precision loss when unpacking double",0,0,5,0.69,55,38,3.03,0.01,96,0,0.0
torch.nn.functional.poisson_nll_loss,"* poisson_nll_loss(): argument 'input' (position 1) must be Tensor, not numpy.ndarray
* poisson_nll_loss() missing 2 required positional arguments: 'input' and 'target'",0,0,2,1.0,11,11,8.44,0.01,256,0,0.0
torch.nn.functional.softmax,"* Dimension out of range (expected to be in range of [-4, 3], but got 8893252488071521260)
* ""softmax_lastdim_kernel_impl"" not implemented for 'Half'
* ""softmax"" not implemented for 'Short'
* softmax() missing 1 required positional argument: 'input'",0,0,4,0.87,15,13,10.88,0.01,576,0,0.0
torch.nn.functional.softmin,"* Dimension out of range (expected to be in range of [-4, 3], but got -27747)
* ""softmax_lastdim_kernel_impl"" not implemented for 'Long'
* 'str' object has no attribute 'dim'
* softmin() missing 1 required positional argument: 'input'
* ""neg_cpu"" not implemented for 'Half'",20,0,5,0.35,31,11,214.99,0.01,576,0,0.0
torch.nn.init.constant_,"* 'float' object has no attribute 'fill_'
* constant_() missing 2 required positional arguments: 'tensor' and 'val'",0,0,2,1.0,11,11,7.03,0.01,256,0,0.0
torch.nn.init.dirac_,"* 'numpy.ndarray' object has no attribute 'ndimension'
* dirac_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,1.49,0.01,96,0,0.0
torch.nn.init.eye_,"* 'numpy.ndarray' object has no attribute 'ndimension'
* eye_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,0.53,0.01,16,0,0.0
torch.nn.init.normal_,"* 'numpy.ndarray' object has no attribute 'normal_'
* normal_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,0.58,0.01,16,0,0.0
torch.nn.init.ones_,"* 'numpy.ndarray' object has no attribute 'fill_'
* ones_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,0.57,0.01,16,0,0.0
torch.nn.init.orthogonal_,"* 'numpy.ndarray' object has no attribute 'ndimension'
* orthogonal_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,3.04,0.01,96,0,0.0
torch.nn.init.sparse_,"* 'numpy.ndarray' object has no attribute 'ndimension'
* sparse_() missing 2 required positional arguments: 'tensor' and 'sparsity'",0,0,2,1.0,11,11,12.12,0.01,256,0,0.0
torch.nn.init.uniform_,"* 'numpy.ndarray' object has no attribute 'uniform_'
* uniform_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,1.07,0.01,16,0,0.0
torch.nn.init.xavier_normal_,"* 'str' object has no attribute 'dim'
* xavier_normal_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,0.98,0.01,16,0,0.0
torch.nn.init.xavier_uniform_,"* 'float' object has no attribute 'dim'
* xavier_uniform_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,1.0,0.01,16,0,0.0
torch.nn.init.zeros_,"* 'numpy.ndarray' object has no attribute 'zero_'
* zeros_() missing 1 required positional argument: 'tensor'",0,0,2,1.0,11,11,1.08,0.01,16,0,0.0
torch.nn.parallel.data_parallel,"* Could not parse device index '660198765241164861' in device string 'cuda:660198765241164861'
* 'numpy.ndarray' object has no attribute 'parameters'
* data_parallel() missing 2 required positional arguments: 'module' and 'inputs'
* list index out of range",0,0,4,1.0,11,11,26.77,0.01,64,0,0.0
torch.nn.quantized.functional.adaptive_avg_pool2d,"* 'numpy.ndarray' object has no attribute 'is_quantized'
* adaptive_avg_pool2d() missing 2 required positional arguments: 'input' and 'output_size'",0,0,2,1.0,11,11,2.55,0.01,96,0,0.0
torch.nn.quantized.functional.avg_pool2d,"* Input to 'quantized.avg_pool2d' must be quantized!
* avg_pool2d() missing 2 required positional arguments: 'input' and 'kernel_size'",0,0,2,1.0,11,11,5.96,0.01,16,0,0.0
torch.nn.quantized.functional.conv2d,"* Only zero-padding is supported!
* conv2d() missing 3 required positional arguments: 'input', 'weight', and 'bias'",0,0,2,1.0,11,11,6.69,0.01,16,0,0.0
torch.nn.quantized.functional.conv3d,"* Only zero-padding is supported!
* conv3d() missing 3 required positional arguments: 'input', 'weight', and 'bias'",0,0,2,1.0,11,11,7.33,0.01,16,0,0.0
torch.nn.quantized.functional.interpolate,"* Input to 'quantized.interpolate' must be quantized!
* interpolate() missing 1 required positional argument: 'input'",0,0,2,1.0,11,11,2.61,0.01,96,0,0.0
torch.nn.quantized.functional.linear,"* Could not run 'aten::q_scale' with arguments from the 'CPUTensorId' backend. 'aten::q_scale' is only available for these backends: [QuantizedCPUTensorId, VariableTensorId].
* 'str' object has no attribute 'q_zero_point'
* linear() missing 2 required positional arguments: 'input' and 'weight'",0,0,3,1.0,11,11,6.23,0.01,160,0,0.0
torch.nn.quantized.functional.relu,"* 'numpy.ndarray' object has no attribute 'is_quantized'
* relu() missing 1 required positional argument: 'input'",0,0,2,1.0,11,11,0.85,0.01,16,0,0.0
torch.nn.utils.clip_grad_norm_,"* stack expects a non-empty TensorList
* only size-1 arrays can be converted to Python scalars
* clip_grad_norm_() missing 2 required positional arguments: 'parameters' and 'max_norm'",0,0,3,1.0,11,11,17.26,0.02,784,0,0.0
torch.nn.utils.clip_grad_value_,"* only size-1 arrays can be converted to Python scalars
* clip_grad_value_() missing 2 required positional arguments: 'parameters' and 'clip_value'",0,0,2,1.0,11,11,2.8,0.01,112,0,0.0
torch.nn.utils.parameters_to_vector,"* There were no tensor arguments to this function (e.g., you passed an empty list of Tensors), but no fallback function is registered for schema aten::_cat.  This usually means that this function requires a non-empty list of Tensors.  Available functions are [CPUTensorId, CUDATensorId, QuantizedCPUTensorId, VariableTensorId]
* parameters_to_vector() missing 1 required positional argument: 'parameters'
* 'str' object has no attribute 'is_cuda'",0,0,3,0.06,965,61,21.11,0.04,N/A,N/A,N/A
torch.nn.utils.prune.custom_from_mask,"* 'int' object has no attribute '_forward_pre_hooks'
* custom_from_mask() missing 3 required positional arguments: 'module', 'name', and 'mask'",0,0,2,1.0,11,11,6.77,0.01,256,0,0.0
torch.nn.utils.prune.global_unstructured,"* getattr expected at least 2 arguments, got 1
* global_unstructured() missing 2 required positional arguments: 'parameters' and 'pruning_method'",0,0,2,1.0,11,11,0.74,0.01,16,0,0.0
torch.nn.utils.prune.identity,"* 'numpy.ndarray' object has no attribute '_forward_pre_hooks'
* identity() missing 2 required positional arguments: 'module' and 'name'",0,0,2,1.0,11,11,0.71,0.01,16,0,0.0
torch.nn.utils.prune.is_pruned,"* 'int' object has no attribute 'named_modules'
* is_pruned() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,0.6,0.01,16,0,0.0
torch.nn.utils.prune.l1_unstructured,* 'numpy.ndarray' object has no attribute '_forward_pre_hooks',0,11,1,1.0,11,11,2.44,0.01,112,0,0.0
torch.nn.utils.prune.ln_structured,* 'str' object has no attribute '_forward_pre_hooks',0,11,1,1.0,11,11,88.32,0.01,4704,0,0.0
torch.nn.utils.prune.random_structured,* 'numpy.ndarray' object has no attribute '_forward_pre_hooks',0,11,1,1.0,11,11,12.36,0.01,672,0,0.0
torch.nn.utils.prune.random_unstructured,* 'numpy.ndarray' object has no attribute '_forward_pre_hooks',0,11,1,1.0,11,11,2.32,0.01,112,0,0.0
torch.nn.utils.prune.remove,"* 'float' object has no attribute '_forward_pre_hooks'
* remove() missing 2 required positional arguments: 'module' and 'name'",0,0,2,1.0,11,11,0.7,0.01,16,0,0.0
torch.nn.utils.remove_spectral_norm,"* 'numpy.ndarray' object has no attribute '_forward_pre_hooks'
* remove_spectral_norm() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,0.63,0.01,16,0,0.0
torch.nn.utils.remove_weight_norm,"* 'float' object has no attribute '_forward_pre_hooks'
* remove_weight_norm() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,0.72,0.01,16,0,0.0
torch.nn.utils.rnn.pack_padded_sequence,"* Expected `len(lengths)` to be equal to batch_size, but got 12 (batch_size=18)
* Cannot pack empty tensors.
* Length of all samples has to be greater than 0, but found an element in 'lengths' that is <= 0
* `lengths` array must be sorted in decreasing order when `enforce_sorted` is True. You can pass `enforce_sorted=False` to pack_padded_sequence and/or pack_sequence to sidestep this requirement if you do not need ONNX exportability.
* dimension specified as 1 but tensor has no dimensions",10,0,8,0.87,1004,870,148.98,4.9,256,0,0.0
torch.nn.utils.rnn.pack_sequence,"* dimension specified as 0 but tensor has no dimensions
* pack_sequence() missing 1 required positional argument: 'sequences'
* 'str' object has no attribute 'size'",0,0,3,1.0,11,11,0.87,0.01,16,0,0.0
torch.nn.utils.rnn.pad_packed_sequence,"* 'int' object has no attribute 'batch_sizes'
* pad_packed_sequence() missing 1 required positional argument: 'sequence'",0,0,2,1.0,11,11,1.95,0.01,96,0,0.0
torch.nn.utils.rnn.pad_sequence,"* dimension specified as 0 but tensor has no dimensions
* pad_sequence() missing 1 required positional argument: 'sequences'",0,0,2,1.0,11,11,3.2,0.01,112,0,0.0
torch.nn.utils.spectral_norm,"* 'numpy.ndarray' object has no attribute '_forward_pre_hooks'
* spectral_norm() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,10.08,0.01,576,0,0.0
torch.nn.utils.vector_to_parameters,"* expected torch.Tensor, but got: str
* 'str' object has no attribute 'is_cuda'
* shape '[]' is invalid for input of size 0
* vector_to_parameters() missing 2 required positional arguments: 'vec' and 'parameters'",0,0,4,0.54,1000,537,20.28,1.14,N/A,N/A,N/A
torch.nn.utils.weight_norm,"* 'float' object has no attribute '_forward_pre_hooks'
* weight_norm() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,1.81,0.01,96,0,0.0
torch.nonzero,"* nonzero() received an invalid combination of arguments - got unrecognized keyword arguments: out
* nonzero() received an invalid combination of arguments - got (), but expected (Tensor input, *, bool as_tuple)",0,0,2,1.0,11,11,0.88,0.01,16,0,0.0
torch.norm,"* ""norm_cpu"" not implemented for 'Byte'
* norm() received an invalid combination of arguments - got (Tensor, numpy.ndarray, Tensor, keepdim=bool), but expected one of:
* 'str' object has no attribute 'dim'
* only valid string values are 'fro' and 'nuc', found q.^Ys
* norm() missing 1 required positional argument: 'input'",4,0,8,0.92,1002,923,101.45,11.21,96,0,0.0
torch.normal,"* inconsistent tensor, output size ([18, 20]) is not the same as broadcasted mean and std size (18)
* inconsistent tensor, std and mean are not broadcastable and have different number of elements, expected mean [4, 1] and std [18, 14, 15, 3] to have same number of elements)
* ""norma_cpu"" not implemented for 'Byte'
* normal() received an invalid combination of arguments - got (std=Tensor, out=Tensor, mean=Tensor, generator=numpy.ndarray, ), but expected one of:",51,0,4,0.85,1047,894,1593.18,8.49,256,0,0.0
torch.normal2,"* output with shape [] doesn't match the broadcast shape [13, 6, 12]
* The size of tensor a (11) must match the size of tensor b (5) at non-singleton dimension 2
* normal() received an invalid combination of arguments - got (std=str, out=Tensor, mean=float, ), but expected one of:
* ""norma_cpu"" not implemented for 'Short'",1,0,4,0.81,83,67,20.79,0.05,256,0,0.0
torch.normal22,"* ""norma_cpu"" not implemented for 'Byte'
* normal() received an invalid combination of arguments - got (mean=str, out=NoneType, std=float, ), but expected one of:
* normal_ expects std > 0.0, but found std=-1.18458e+09
* output with shape [] doesn't match the broadcast shape [2]",3,0,4,0.77,1002,771,64.67,2.69,256,0,0.0
torch.normal222,"* normal() received an invalid combination of arguments - got (mean=numpy.ndarray, std=numpy.ndarray, out=NoneType, size=numpy.ndarray, ), but expected one of:",0,0,1,1.0,11,11,1.9,0.01,96,0,0.0
torch.numel,"* numel(): argument 'input' must be Tensor, not str
* numel() missing 1 required positional arguments: ""input""",0,0,2,0.06,984,61,31.2,0.02,N/A,N/A,N/A
torch.ones,"* ones() received an invalid combination of arguments - got (*size=numpy.ndarray, device=NoneType, requires_grad=bool, layout=numpy.ndarray, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,8.82,0.01,64,0,0.0
torch.ones_like,"* ones_like(): argument 'memory_format' must be torch.memory_format, not int
* ones_like() missing 1 required positional arguments: ""input""",0,0,2,1.0,11,11,98.87,0.01,256,0,0.0
torch.onnx.export,N/A - no exception,0,0,0,1.0,11,11,N/A,N/A,N/A,N/A,N/A
torch.orgqr,"* _th_orgqr not supported on CPUType for Int
* Expected object of scalar type Float but got scalar type Byte for argument #2 'input2' in call to _th_orgqr
* orgqr(): argument 'input' must be Tensor, not str
* orgqr() missing 2 required positional argument: ""input"", ""input2""
* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:398",0,2,5,0.85,13,11,31.45,0.01,256,0,0.0
torch.ormqr,"* _th_ormqr not supported on CPUType for Int
* ormqr() missing 3 required positional argument: ""input"", ""input2"", ""input3""
* Expected object of scalar type Double but got scalar type Float for argument #2 'input2' in call to _th_ormqr",0,0,3,1.0,11,11,75.35,0.01,2560,0,0.0
